gps_seconds[s]	file_name	latitude[deg]	longitude[deg]	altitude_ellipsoidal[m]	roll[deg]	pitch[deg]	heading[deg]	projectedX[m]	projectedY[m]	projectedZ[m]
1271077258.12300	pano_000036_000002	55.7187769	12.6068889	40.657	-1.02657	-0.69506	15.37395	653849.436	1177461.031	4.640
1271077259.29300	pano_000036_000003	55.7186907	12.6068428	40.674	-0.53267	-0.83665	17.45731	653846.662	1177451.392	4.657
1271077260.36900	pano_000036_000004	55.7186053	12.6067899	40.685	-1.06743	-0.35705	19.20643	653843.454	1177441.846	4.668
1271077261.37900	pano_000036_000005	55.7185208	12.6067352	40.652	-1.06112	-0.42714	19.42942	653840.134	1177432.395	4.635
1271077262.34900	pano_000036_000006	55.7184365	12.6066800	40.654	-0.98696	-0.83822	19.69138	653836.779	1177422.971	4.637
1271077263.29900	pano_000036_000007	55.7183518	12.6066240	40.679	-0.87962	0.06218	19.65173	653833.377	1177413.489	4.662
1271077264.22900	pano_000036_000008	55.7182675	12.6065685	40.671	-1.10458	-0.51893	19.48189	653830.003	1177404.065	4.654
1271077265.14500	pano_000036_000009	55.7181827	12.6065136	40.675	-0.81164	-0.05243	19.28354	653826.672	1177394.587	4.658
1271077266.04500	pano_000036_000010	55.7180985	12.6064593	40.652	-0.77064	-0.64315	19.19229	653823.373	1177385.162	4.635
1271077266.94000	pano_000036_000011	55.7180134	12.6064047	40.687	-0.48687	-0.10558	19.45835	653820.062	1177375.654	4.670
1271077267.82500	pano_000036_000012	55.7179289	12.6063489	40.654	-0.77167	-0.04288	19.78757	653816.668	1177366.202	4.638
1271077268.71000	pano_000036_000013	55.7178445	12.6062938	40.662	-0.73776	-0.27199	18.62934	653813.325	1177356.759	4.646
1271077269.61100	pano_000036_000014	55.7177593	12.6062425	40.689	-0.51013	0.13173	17.79838	653810.213	1177347.231	4.672
1271077270.53600	pano_000036_000015	55.7176740	12.6061914	40.702	-0.66595	0.02718	18.02949	653807.125	1177337.703	4.685
1271077271.50600	pano_000036_000016	55.7175888	12.6061391	40.692	-1.19879	0.39001	18.68655	653803.955	1177328.168	4.675
1271077272.50600	pano_000036_000017	55.7175041	12.6060862	40.634	-1.04948	-0.47215	18.61866	653800.746	1177318.701	4.617
1271077273.55700	pano_000036_000018	55.7174190	12.6060338	40.684	-0.36453	-0.08842	18.63158	653797.569	1177309.186	4.667
1271077274.53700	pano_000036_000019	55.7173341	12.6059804	40.665	-0.40247	-0.24974	19.17041	653794.327	1177299.696	4.648
1271077275.46200	pano_000036_000020	55.7172493	12.6059254	40.659	-0.41168	-0.07850	19.53449	653790.990	1177290.211	4.643
1271077276.36200	pano_000036_000021	55.7171650	12.6058695	40.677	-0.85658	-0.18226	19.66890	653787.593	1177280.778	4.660
1271077277.25700	pano_000036_000022	55.7170808	12.6058144	40.676	-1.06948	-0.29890	18.77480	653784.244	1177271.360	4.659
1271077278.17300	pano_000036_000023	55.7169954	12.6057628	40.691	-1.04585	-0.14620	17.60115	653781.118	1177261.818	4.674
1271077279.11800	pano_000036_000024	55.7169097	12.6057126	40.682	-0.16754	0.02037	17.93733	653778.085	1177252.235	4.665
1271077280.12800	pano_000036_000025	55.7168245	12.6056616	40.700	0.32512	0.24672	18.32022	653774.992	1177242.712	4.683
1271077281.28800	pano_000036_000026	55.7167398	12.6056087	40.682	-0.35981	0.16975	19.04298	653771.784	1177233.238	4.665
1271077283.10400	pano_000036_000027	55.7166553	12.6055526	40.701	0.27521	-0.06997	23.36982	653768.376	1177223.786	4.684
1271077285.68400	pano_000036_000028	55.7165868	12.6054414	40.669	1.45134	-0.29081	68.88371	653761.481	1177216.074	4.651
1271077287.62500	pano_000036_000029	55.7165930	12.6052782	40.671	-1.13810	-0.63965	107.06686	653751.217	1177216.648	4.653
1271077289.01000	pano_000036_000030	55.7166230	12.6051271	40.673	-1.38443	-0.70879	109.88519	653741.682	1177219.866	4.655
1271077290.23000	pano_000036_000031	55.7166544	12.6049776	40.679	-1.22066	-0.31549	108.91113	653732.246	1177223.250	4.661
1271077291.35600	pano_000036_000032	55.7166838	12.6048271	40.669	-0.67281	-0.69933	108.08940	653722.743	1177226.397	4.651
1271077292.45600	pano_000036_000033	55.7167129	12.6046759	40.692	-0.67969	-0.10234	108.42046	653713.204	1177229.527	4.674
1271077400.20600	pano_000037_000002	55.7169365	12.6036468	40.588	0.00066	0.25203	110.94482	653648.224	1177253.616	4.570
1271077402.61600	pano_000037_000003	55.7170025	12.6035322	40.565	1.28825	0.29181	171.13067	653640.928	1177260.878	4.547
1271077404.44700	pano_000037_000004	55.7170937	12.6035587	40.509	1.43713	-0.38953	-162.52648	653642.468	1177271.053	4.490
1271077405.84200	pano_000037_000005	55.7171788	12.6036110	40.564	0.05250	-0.60742	-162.12449	653645.641	1177280.573	4.546
1271077407.11700	pano_000037_000006	55.7172645	12.6036621	40.582	0.38867	-0.26429	-161.44925	653648.732	1177290.144	4.564
1271077408.33800	pano_000037_000007	55.7173492	12.6037167	40.570	-0.00395	-0.77552	-160.09869	653652.047	1177299.621	4.552
1271077409.52800	pano_000037_000008	55.7174333	12.6037744	40.587	-0.14005	-0.07276	-159.23857	653655.559	1177309.030	4.569
1271077410.69300	pano_000037_000009	55.7175171	12.6038329	40.563	-0.44109	-0.32613	-159.47108	653659.119	1177318.405	4.545
1271077411.85300	pano_000037_000010	55.7176013	12.6038900	40.544	0.22078	0.58857	-159.81676	653662.594	1177327.818	4.526
1271077413.05400	pano_000037_000011	55.7176853	12.6039465	40.533	-0.61198	-0.02238	-160.67265	653666.033	1177337.221	4.515
1271077414.30400	pano_000037_000012	55.7177700	12.6040006	40.550	-0.96735	0.02714	-161.23201	653669.313	1177346.685	4.531
1271077415.59900	pano_000037_000013	55.7178543	12.6040540	40.546	-0.88408	-0.84852	-160.91545	653672.555	1177356.119	4.528
1271077416.96000	pano_000037_000014	55.7179393	12.6041084	40.595	-0.23734	-0.34629	-160.56817	653675.857	1177365.616	4.577
1271077418.38500	pano_000037_000015	55.7180238	12.6041632	40.616	0.20533	-0.25455	-160.32210	653679.184	1177375.073	4.597
1271077419.88500	pano_000037_000016	55.7181085	12.6042192	40.639	1.66469	0.37778	-159.19491	653682.585	1177384.548	4.620
1271077421.44600	pano_000037_000017	55.7181925	12.6042779	40.633	2.76272	0.12584	-158.32102	653686.163	1177393.936	4.614
1271077423.01600	pano_000037_000018	55.7182753	12.6043396	40.644	0.76579	-0.34176	-158.55791	653689.922	1177403.202	4.626
1271077424.54100	pano_000037_000019	55.7183588	12.6043993	40.689	1.93089	-0.20552	-158.16137	653693.559	1177412.551	4.671
1271077426.01200	pano_000037_000020	55.7184417	12.6044615	40.693	2.28823	-0.46684	-157.22603	653697.355	1177421.826	4.675
1271077427.41200	pano_000037_000021	55.7185246	12.6045238	40.734	2.13575	-0.00631	-158.31398	653701.159	1177431.108	4.715
1271077428.79200	pano_000037_000022	55.7186081	12.6045825	40.733	2.10092	0.05106	-159.70490	653704.734	1177440.439	4.715
1271077430.20300	pano_000037_000023	55.7186923	12.6046365	40.704	1.97536	-0.27023	-162.10428	653708.011	1177449.863	4.686
1271077431.65800	pano_000037_000024	55.7187787	12.6046845	40.719	3.67249	1.34553	-163.08249	653710.906	1177459.515	4.701
1271077433.17300	pano_000037_000025	55.7188640	12.6047350	40.633	2.27309	0.79583	-161.10349	653713.964	1177469.052	4.615
1271077434.75400	pano_000037_000026	55.7189482	12.6047911	40.627	0.98661	0.05020	-159.86599	653717.371	1177478.472	4.609
1271077436.43400	pano_000037_000027	55.7190323	12.6048486	40.589	2.55763	-0.33344	-158.29468	653720.874	1177487.872	4.571
1271077438.22900	pano_000037_000028	55.7191150	12.6049156	40.534	2.58724	0.00445	-150.54957	653724.971	1177497.132	4.515
1271077440.10500	pano_000037_000029	55.7191909	12.6049994	40.541	0.92768	0.07412	-154.17835	653730.129	1177505.654	4.523
1271077485.88000	pano_000038_000001	55.7191652	12.6049658	40.447	-1.74487	-0.24821	25.45272	653728.054	1177502.766	4.429
1271077488.04100	pano_000038_000002	55.7190846	12.6048969	40.485	-1.64096	-0.85426	24.15714	653723.835	1177493.731	4.467
1271077490.12100	pano_000038_000003	55.7190025	12.6048312	40.530	-1.75614	0.28896	22.47570	653719.817	1177484.541	4.512
1271077492.16200	pano_000038_000004	55.7189196	12.6047694	40.539	-2.15941	0.35643	21.17882	653716.050	1177475.273	4.521
1271077494.16200	pano_000038_000005	55.7188363	12.6047127	40.553	-1.63439	-0.33357	19.04943	653712.600	1177465.946	4.535
1271077496.10300	pano_000038_000006	55.7187513	12.6046590	40.577	-1.71346	-0.10094	19.49820	653709.345	1177456.448	4.559
1271077497.93300	pano_000038_000007	55.7186676	12.6046016	40.549	-1.99573	-0.47571	20.81165	653705.853	1177447.079	4.531
1271077499.68900	pano_000038_000008	55.7185839	12.6045429	40.566	-1.43345	-0.04159	20.88036	653702.278	1177437.721	4.548
1271077501.37900	pano_000038_000009	55.7185003	12.6044844	40.542	-1.79175	0.00737	20.43939	653698.715	1177428.369	4.524
1271077503.00500	pano_000038_000010	55.7184165	12.6044271	40.534	-1.24914	-0.20043	20.48707	653695.226	1177418.995	4.515
1271077504.59000	pano_000038_000011	55.7183326	12.6043695	40.507	-1.10990	-0.39674	20.50307	653691.727	1177409.611	4.488
1271077506.14500	pano_000038_000012	55.7182488	12.6043116	40.517	-0.75523	-0.20139	20.73047	653688.204	1177400.230	4.499
1271077507.67500	pano_000038_000013	55.7181651	12.6042521	40.502	-2.05038	0.32125	20.83783	653684.579	1177390.869	4.484
1271077509.18600	pano_000038_000014	55.7180814	12.6041949	40.508	-0.08952	-0.57249	20.79530	653681.095	1177381.511	4.490
1271077510.68600	pano_000038_000015	55.7179976	12.6041362	40.490	-0.35648	-0.07398	20.77406	653677.522	1177372.133	4.471
1271077512.21200	pano_000038_000016	55.7179137	12.6040790	40.497	1.35946	-0.17694	20.50758	653674.041	1177362.742	4.478
1271077513.74200	pano_000038_000017	55.7178299	12.6040219	40.432	0.78673	-0.43835	19.70624	653670.569	1177353.370	4.414
1271077515.25700	pano_000038_000018	55.7177453	12.6039673	40.430	0.87137	-0.01821	19.12250	653667.253	1177343.912	4.412
1271077516.76300	pano_000038_000019	55.7176607	12.6039123	40.402	-0.25161	0.35852	19.44870	653663.916	1177334.455	4.384
1271077518.25300	pano_000038_000020	55.7175766	12.6038586	40.449	0.63424	-0.77988	19.07010	653660.653	1177325.041	4.431
1271077519.71800	pano_000038_000021	55.7174919	12.6038052	40.462	0.45487	-0.41891	18.34386	653657.413	1177315.578	4.444
1271077521.18400	pano_000038_000022	55.7174070	12.6037524	40.495	0.28664	-0.22833	19.41660	653654.215	1177306.085	4.476
1271077522.66400	pano_000038_000023	55.7173234	12.6036960	40.457	0.32442	-0.99315	20.33042	653650.781	1177296.730	4.438
1271077524.16900	pano_000038_000024	55.7172393	12.6036392	40.493	-0.28186	-0.29473	19.57954	653647.329	1177287.323	4.474
1271077525.73000	pano_000038_000025	55.7171547	12.6035843	40.486	-0.65453	0.37089	18.92486	653643.997	1177277.862	4.467
1271077527.75000	pano_000038_000026	55.7170704	12.6035295	40.490	-0.01572	0.20830	22.26888	653640.667	1177268.432	4.471
1271077531.81100	pano_000038_000027	55.7169964	12.6034312	40.519	0.05528	-0.99748	67.10453	653634.592	1177260.124	4.500
1271077534.24700	pano_000038_000028	55.7170084	12.6032678	40.561	0.40995	-0.66597	115.09298	653624.305	1177261.331	4.542
1271077536.02200	pano_000038_000029	55.7170466	12.6031244	40.537	-1.22150	-0.81556	110.95899	653615.244	1177265.474	4.518
1271077537.67700	pano_000038_000030	55.7170775	12.6029744	40.565	-0.45401	0.73061	108.18497	653605.775	1177268.802	4.546
1271077623.96300	pano_000039_000001	55.7158627	12.6020043	40.454	-0.53559	-1.16036	-161.07047	653546.467	1177132.807	4.434
1271077626.12800	pano_000039_000002	55.7159478	12.6020592	40.488	-0.87967	0.46610	-161.03330	653549.803	1177142.319	4.468
1271077628.22800	pano_000039_000003	55.7160320	12.6021120	40.490	-1.68307	-1.06901	-161.64490	653553.010	1177151.731	4.471
1271077630.41400	pano_000039_000004	55.7161170	12.6021636	40.534	-1.10653	-0.63557	-162.10060	653556.134	1177161.242	4.515
1271077632.69900	pano_000039_000005	55.7162026	12.6022105	40.487	-1.20002	0.04570	-165.51781	653558.961	1177170.809	4.467
1271077635.07000	pano_000039_000006	55.7162895	12.6022377	40.404	-0.58097	-0.28956	-176.45722	653560.553	1177180.501	4.385
1271077637.61500	pano_000039_000007	55.7163781	12.6022399	40.430	0.36414	-1.26094	178.64821	653560.573	1177190.371	4.411
1271077640.15100	pano_000039_000008	55.7164685	12.6022380	40.539	-0.42771	0.70734	178.19558	653560.326	1177200.432	4.519
1271077642.39200	pano_000039_000009	55.7165577	12.6022324	40.541	0.68023	-0.13161	175.97659	653559.852	1177210.359	4.521
1271077644.54200	pano_000039_000010	55.7166473	12.6022196	40.522	1.00247	0.62827	175.10013	653558.929	1177220.320	4.502
1271077646.81700	pano_000039_000011	55.7167374	12.6022168	40.533	-0.32561	-0.39721	-179.05789	653558.628	1177230.347	4.514
1271077649.29800	pano_000039_000012	55.7168276	12.6022301	40.560	-0.90041	-0.23189	-173.77905	653559.339	1177240.396	4.540
1271077651.91400	pano_000039_000013	55.7169166	12.6022508	40.578	-0.22734	-0.04586	-174.15889	653560.518	1177250.331	4.558
1271077654.71400	pano_000039_000014	55.7170056	12.6022657	40.614	-0.10970	-0.17670	-175.92312	653561.335	1177260.250	4.595
1271077658.41500	pano_000039_000015	55.7170955	12.6022846	40.658	-0.46662	0.23115	-169.75326	653562.397	1177270.264	4.639
1271077662.68100	pano_000039_000016	55.7171451	12.6024114	40.628	0.85633	-0.66025	-77.15189	653570.297	1177275.888	4.608
1271077664.62700	pano_000039_000017	55.7171144	12.6025625	40.609	-0.88603	-0.70340	-70.50898	653579.837	1177272.587	4.590
1271077666.16700	pano_000039_000018	55.7170838	12.6027125	40.622	0.06823	-0.30994	-70.87312	653589.304	1177269.296	4.603
1271077667.58200	pano_000039_000019	55.7170534	12.6028629	40.610	-0.23176	0.22141	-71.58442	653598.796	1177266.024	4.591
1271077668.91700	pano_000039_000020	55.7170237	12.6030134	40.603	-0.79771	-0.06912	-71.56014	653608.296	1177262.844	4.583
1271077829.04500	pano_000040_000001	55.7155025	12.6045083	41.060	-0.13335	-0.84931	106.98920	653704.333	1177094.638	5.042
1271077831.99500	pano_000040_000002	55.7155275	12.6043552	41.064	-0.91061	0.54705	103.66598	653694.674	1177097.304	5.047
1271077834.70600	pano_000040_000003	55.7155477	12.6042010	41.057	0.52928	-0.53618	101.51886	653684.958	1177099.432	5.039
1271077837.70100	pano_000040_000004	55.7155740	12.6040447	41.095	1.81247	0.16372	121.11743	653675.094	1177102.246	5.077
1271077883.27200	pano_000041_000001	55.7156440	12.6039987	41.132	-0.55347	-0.67898	-175.92712	653672.109	1177109.994	5.114
1271077885.57200	pano_000041_000002	55.7157336	12.6040283	41.196	-1.27217	-0.26429	-165.66682	653673.845	1177120.001	5.178
1271077887.93800	pano_000041_000003	55.7158201	12.6040742	41.205	-0.86133	-0.39437	-163.42351	653676.611	1177129.667	5.187
1271077890.31900	pano_000041_000004	55.7159061	12.6041197	41.216	0.15478	-0.99481	-163.94476	653679.356	1177139.269	5.197
1271077892.60900	pano_000041_000005	55.7159923	12.6041660	41.263	0.56489	-0.46384	-163.55428	653682.148	1177148.910	5.245
1271077894.76500	pano_000041_000006	55.7160785	12.6042141	41.289	0.30551	-0.14632	-162.46135	653685.053	1177158.535	5.271
1271077896.81000	pano_000041_000007	55.7161639	12.6042667	41.254	0.44647	0.04140	-160.62765	653688.237	1177168.081	5.236
1271077898.75500	pano_000041_000008	55.7162484	12.6043224	41.221	0.41803	0.14946	-159.75147	653691.621	1177177.533	5.203
1271077900.64100	pano_000041_000009	55.7163320	12.6043813	41.180	0.41604	0.22461	-158.82741	653695.212	1177186.894	5.162
1271077902.52600	pano_000041_000010	55.7164159	12.6044386	41.102	0.74001	0.06657	-159.79919	653698.694	1177196.273	5.084
1271077904.46700	pano_000041_000011	55.7165003	12.6044916	41.057	0.66570	0.35330	-163.36981	653701.910	1177205.709	5.039
1271077906.76200	pano_000041_000012	55.7165867	12.6045371	40.941	0.42447	1.44285	-163.68981	653704.651	1177215.364	4.923
1271077916.69500	pano_000041_000013	55.7166720	12.6045989	40.585	0.33804	-1.54987	-126.82371	653708.422	1177224.907	4.567
1271077919.58000	pano_000041_000014	55.7166631	12.6047624	40.639	-2.33420	0.13483	-68.19347	653718.708	1177224.049	4.621
1271077921.38100	pano_000041_000015	55.7166319	12.6049111	40.647	-2.06725	-0.39221	-71.71648	653728.096	1177220.683	4.629
1271078216.80400	pano_000042_000001	55.7170978	12.6008864	40.691	0.37503	-0.76178	-76.23436	653474.525	1177269.448	4.670
1271078219.25400	pano_000042_000002	55.7170749	12.6010406	40.752	-1.05049	0.71409	-79.84990	653484.250	1177267.017	4.731
1271078221.52500	pano_000042_000003	55.7170750	12.6011929	40.731	-0.08039	-0.08138	-105.77033	653493.820	1177267.143	4.710
1271078223.78000	pano_000042_000004	55.7171186	12.6013218	40.737	0.07072	-0.42401	-139.21650	653501.860	1177272.095	4.717
1271078226.14600	pano_000042_000005	55.7171921	12.6014092	40.758	0.01168	-0.54293	-151.37059	653507.251	1177280.342	4.738
1271078231.22700	pano_000042_000006	55.7172726	12.6014828	40.722	0.67048	1.79035	-155.39998	653511.767	1177289.365	4.702
1271078234.08800	pano_000042_000007	55.7173507	12.6014918	40.660	-1.67788	-0.75811	143.71457	653512.225	1177298.069	4.640
1271078235.71800	pano_000042_000008	55.7174035	12.6013705	40.643	-1.14244	-0.42637	115.96623	653504.532	1177303.858	4.623
1271078237.10800	pano_000042_000009	55.7174390	12.6012254	40.611	-1.14824	-0.67005	110.60443	653495.363	1177307.694	4.591
1271078238.35400	pano_000042_000010	55.7174704	12.6010759	40.622	-1.01456	-0.29260	108.78317	653485.925	1177311.075	4.601
1271078289.73300	pano_000043_000001	55.7171844	12.6002687	40.831	-0.27180	0.04895	-139.86891	653435.588	1177278.614	4.810
1271078292.49300	pano_000043_000002	55.7172583	12.6003511	40.746	-0.71473	-0.48222	-156.87532	653440.669	1177286.901	4.724
1271078294.93300	pano_000043_000003	55.7173419	12.6004077	40.792	-0.85468	0.46507	-162.24053	653444.107	1177296.255	4.771
1271078297.47800	pano_000043_000004	55.7174266	12.6004616	40.724	-0.57461	-0.17584	-159.17344	653447.381	1177305.720	4.703
1271078301.45400	pano_000043_000005	55.7175087	12.6005160	40.574	-0.16885	-1.71095	-171.85352	653450.686	1177314.907	4.553
1271078303.87400	pano_000043_000006	55.7175821	12.6004642	40.652	-1.38064	-0.17445	125.43420	653447.334	1177323.041	4.631
1271078305.73900	pano_000043_000007	55.7176192	12.6003231	40.643	-0.34280	-0.35533	109.39057	653438.418	1177327.060	4.622
1271078307.35900	pano_000043_000008	55.7176491	12.6001729	40.620	-0.05974	-0.36984	108.43224	653428.937	1177330.272	4.598
1271078378.54100	pano_000044_000001	55.7187139	12.6007286	40.335	-1.42521	-0.45592	112.43121	653462.401	1177449.247	4.314
1271078380.92600	pano_000044_000002	55.7187494	12.6005821	40.317	-1.43271	-0.28176	112.70355	653453.149	1177453.088	4.296
1271078382.98700	pano_000044_000003	55.7187843	12.6004354	40.301	-0.83552	-0.07957	111.31256	653443.879	1177456.858	4.280
1271078385.07700	pano_000044_000004	55.7188171	12.6002874	40.273	-0.56563	-0.29948	110.65814	653434.539	1177460.392	4.252
1271078387.28800	pano_000044_000005	55.7188494	12.6001387	40.290	-0.87420	0.08067	109.53746	653425.149	1177463.873	4.268
1271078389.63300	pano_000044_000006	55.7188795	12.5999890	40.288	-0.88660	-0.25756	108.27807	653415.699	1177467.115	4.266
1271078392.17900	pano_000044_000007	55.7189092	12.5998383	40.308	-1.84183	-0.19222	108.63754	653406.191	1177470.299	4.286
1271078394.94500	pano_000044_000008	55.7189402	12.5996885	40.338	-1.14525	-0.21966	110.59996	653396.730	1177473.640	4.316
1271078397.65500	pano_000044_000009	55.7189712	12.5995396	40.295	-1.47126	-0.30680	107.75372	653387.335	1177476.976	4.272
1271078399.94100	pano_000044_000010	55.7189959	12.5993874	40.312	-1.13305	-0.27987	102.88248	653377.738	1177479.605	4.290
1271078401.98600	pano_000044_000011	55.7190211	12.5992329	40.300	-0.95908	-0.33718	112.79424	653367.990	1177482.297	4.277
1271078404.00700	pano_000044_000012	55.7190664	12.5990933	40.291	-1.30180	-0.15181	122.29572	653359.155	1177487.229	4.269
1271078406.06700	pano_000044_000013	55.7191137	12.5989581	40.289	-0.73986	-0.12564	120.13977	653350.599	1177492.396	4.267
1271078408.41300	pano_000044_000014	55.7191474	12.5988167	40.246	-1.18449	-0.38870	96.92192	653341.665	1177496.038	4.223
1271078457.84400	pano_000045_000001	55.7191462	12.5987836	40.255	1.77081	-0.71233	-59.04481	653339.584	1177495.877	4.232
1271078460.21500	pano_000045_000002	55.7191009	12.5989209	40.332	1.19588	-0.01329	-62.77732	653348.280	1177490.942	4.309
1271078462.33000	pano_000045_000003	55.7190614	12.5990630	40.319	1.53309	-0.21504	-66.19111	653357.261	1177486.651	4.296
1271078464.17600	pano_000045_000004	55.7190272	12.5992095	40.310	1.65348	-0.24073	-70.40544	653366.515	1177482.954	4.288
1271078465.84100	pano_000045_000005	55.7189980	12.5993597	40.327	1.44761	-0.42407	-72.93346	653375.991	1177479.817	4.305
1271078467.45100	pano_000045_000006	55.7189713	12.5995119	40.326	2.22149	-0.23689	-72.86447	653385.594	1177476.964	4.303
1271078469.10200	pano_000045_000007	55.7189398	12.5996625	40.370	1.71833	-0.05232	-68.18498	653395.101	1177473.572	4.348
1271078470.77700	pano_000045_000008	55.7189069	12.5998103	40.345	1.49116	-0.11570	-70.41775	653404.430	1177470.018	4.323
1271078472.48200	pano_000045_000009	55.7188766	12.5999609	40.326	1.54199	0.40451	-70.66683	653413.936	1177466.766	4.304
1271078474.20300	pano_000045_000010	55.7188453	12.6001102	40.306	1.69686	-0.33078	-70.26116	653423.359	1177463.394	4.284
1271078475.94300	pano_000045_000011	55.7188140	12.6002595	40.282	1.48998	-0.58417	-70.36722	653432.786	1177460.028	4.260
1271078477.70900	pano_000045_000012	55.7187828	12.6004096	40.316	2.16316	-0.04312	-69.24178	653442.262	1177456.667	4.295
1271078479.50900	pano_000045_000013	55.7187468	12.6005562	40.341	1.78536	-0.25823	-65.62081	653451.522	1177452.771	4.320
1271078481.61000	pano_000045_000014	55.7187142	12.6007024	40.376	1.80117	0.63749	-75.57482	653460.759	1177449.254	4.355
1271078535.81200	pano_000046_000001	55.7188066	12.5997471	40.457	0.89449	-0.38162	18.78054	653400.594	1177458.807	4.435
1271078537.83300	pano_000046_000002	55.7187218	12.5996935	40.488	2.02815	-0.28182	19.29719	653397.346	1177449.321	4.465
1271078539.83800	pano_000046_000003	55.7186377	12.5996393	40.458	1.19443	-1.45755	18.94173	653394.055	1177439.918	4.436
1271078541.87300	pano_000046_000004	55.7185526	12.5995853	40.518	1.49125	0.05655	19.41403	653390.773	1177430.408	4.496
1271078544.02000	pano_000046_000005	55.7184680	12.5995316	40.509	2.07556	-0.14918	18.80566	653387.516	1177420.947	4.486
1271078546.21900	pano_000046_000006	55.7183833	12.5994790	40.480	2.33767	-0.57304	18.61119	653384.330	1177411.478	4.458
1271078548.21000	pano_000046_000007	55.7182985	12.5994245	40.492	1.53152	-0.32597	19.47070	653381.017	1177401.990	4.470
1271078550.01500	pano_000046_000008	55.7182139	12.5993703	40.485	1.93540	-0.10253	19.05979	653377.729	1177392.537	4.463
1271078551.79100	pano_000046_000009	55.7181293	12.5993176	40.455	2.23810	-0.54696	18.58407	653374.531	1177383.069	4.433
1271078553.63100	pano_000046_000010	55.7180444	12.5992655	40.482	1.83186	-0.57244	18.33695	653371.371	1177373.581	4.459
1271078556.05700	pano_000046_000011	55.7179596	12.5992138	40.554	1.32846	-0.80689	18.21336	653368.237	1177364.104	4.532
1271078565.78400	pano_000046_000012	55.7178848	12.5991204	40.542	-0.02783	-1.33328	83.04099	653362.470	1177355.697	4.520
1271078567.86400	pano_000046_000013	55.7179065	12.5989612	40.600	-0.64027	-0.46455	107.90944	653352.435	1177357.997	4.577
1271078569.48000	pano_000046_000014	55.7179354	12.5988099	40.616	-0.36567	-0.13803	108.26490	653342.892	1177361.094	4.593
1271078571.07500	pano_000046_000015	55.7179670	12.5986607	40.577	-2.64696	-0.08891	110.13286	653333.470	1177364.497	4.554
1271078707.94200	pano_000047_000001	55.7179863	12.5946344	40.124	0.94112	-0.24415	-151.25705	653080.423	1177363.560	4.097
1271078710.58200	pano_000047_000002	55.7180651	12.5947113	40.124	0.48065	-0.00243	-152.63224	653085.144	1177372.386	4.098
1271078713.22300	pano_000047_000003	55.7181433	12.5947908	40.081	-0.06072	-0.23483	-149.49566	653090.036	1177381.161	4.054
1271078715.88800	pano_000047_000004	55.7182211	12.5948702	40.070	0.22270	-0.11155	-151.64295	653094.922	1177389.875	4.043
1271078718.45400	pano_000047_000005	55.7182999	12.5949459	40.046	0.55233	-0.37371	-153.06294	653099.574	1177398.706	4.019
1271078720.94000	pano_000047_000006	55.7183793	12.5950207	40.037	-0.82261	-0.30905	-153.64508	653104.166	1177407.610	4.011
1271078723.47000	pano_000047_000007	55.7184596	12.5950922	40.087	0.07071	-0.54512	-153.62154	653108.549	1177416.604	4.061
1271078726.13100	pano_000047_000008	55.7185391	12.5951675	40.110	0.90721	-0.53893	-152.27775	653113.175	1177425.509	4.084
1271078728.69100	pano_000047_000009	55.7186180	12.5952434	40.074	0.11819	-0.68807	-152.56739	653117.835	1177434.353	4.048
1271078731.34200	pano_000047_000010	55.7186975	12.5953175	40.129	0.48917	-0.28037	-153.96664	653122.385	1177443.260	4.103
1271078734.26800	pano_000047_000011	55.7187785	12.5953874	40.128	2.13984	-0.07681	-152.34252	653126.664	1177452.335	4.101
1271078737.04300	pano_000047_000012	55.7188568	12.5954644	40.066	-2.69783	-0.24903	-153.43352	653131.399	1177461.111	4.040
1271078739.74400	pano_000047_000013	55.7189375	12.5955358	40.123	1.03819	0.03499	-152.48887	653135.776	1177470.142	4.097
1271078742.30400	pano_000047_000014	55.7190160	12.5956124	40.121	0.93611	-0.12830	-151.88303	653140.486	1177478.950	4.095
1271078744.86500	pano_000047_000015	55.7190952	12.5956861	40.117	1.02732	-0.47413	-154.36055	653145.009	1177487.821	4.091
1271078747.56100	pano_000047_000016	55.7191760	12.5957568	40.198	1.98964	0.40254	-154.95558	653149.340	1177496.863	4.172
1271078750.15100	pano_000047_000017	55.7192567	12.5958226	40.124	0.40744	-0.66684	-157.92700	653153.364	1177505.907	4.098
1271078752.80200	pano_000047_000018	55.7193395	12.5958852	40.156	0.88422	-0.25609	-156.22537	653157.185	1177515.171	4.130
1271078755.69800	pano_000047_000019	55.7194214	12.5959490	40.233	0.53775	-0.60721	-156.91501	653161.087	1177524.331	4.207
1271078806.09400	pano_000048_000001	55.7194289	12.5960823	40.285	-0.42321	-0.29922	-77.65305	653169.454	1177525.277	4.259
1271078809.05500	pano_000048_000002	55.7194116	12.5962378	40.363	0.90898	-0.78960	-79.47032	653179.249	1177523.470	4.338
1271078811.91600	pano_000048_000003	55.7193905	12.5963937	40.472	0.33477	-0.77104	-73.61084	653189.071	1177521.236	4.446
1271078814.55600	pano_000048_000004	55.7193638	12.5965459	40.526	-1.08274	-0.27200	-74.34825	653198.675	1177518.378	4.501
1271078817.16700	pano_000048_000005	55.7193395	12.5966990	40.571	0.55324	-0.55477	-74.60725	653208.328	1177515.793	4.546
