gps_seconds[s]	file_name	latitude[deg]	longitude[deg]	altitude_ellipsoidal[m]	roll[deg]	pitch[deg]	heading[deg]	projectedX[m]	projectedY[m]	projectedZ[m]
1271078819.76700	pano_000048_000006	55.7193112	12.5968510	40.604	-0.48487	0.00744	-72.31798	653217.918	1177512.764	4.579
1271078822.25300	pano_000048_000007	55.7192814	12.5970012	40.585	0.30404	-0.48833	-70.05978	653227.399	1177509.552	4.560
1271078824.96900	pano_000048_000008	55.7192470	12.5971491	40.591	-0.19210	-0.35958	-66.96753	653236.735	1177505.837	4.566
1271079011.87200	pano_000049_000001	55.7192234	12.5972443	40.593	0.55344	-0.36123	112.36797	653242.750	1177503.290	4.569
1271079014.37200	pano_000049_000002	55.7192589	12.5970979	40.586	0.25751	-0.25362	112.35284	653233.504	1177507.123	4.561
1271079016.56800	pano_000049_000003	55.7192913	12.5969501	40.578	0.39556	-0.18007	108.84038	653224.170	1177510.617	4.553
1271079018.72800	pano_000049_000004	55.7193204	12.5967997	40.585	0.33775	0.01560	107.70498	653214.680	1177513.743	4.560
1271079020.98400	pano_000049_000005	55.7193491	12.5966487	40.522	0.37010	-0.20754	109.52296	653205.152	1177516.827	4.497
1271079023.37900	pano_000049_000006	55.7193808	12.5964999	40.504	0.25191	0.10098	108.94087	653195.761	1177520.239	4.479
1271079025.90500	pano_000049_000007	55.7194087	12.5963490	40.425	-0.07426	0.86583	105.67560	653186.238	1177523.234	4.399
1271079028.50500	pano_000049_000008	55.7194292	12.5961966	40.292	-1.16028	-0.11688	97.91588	653176.636	1177525.398	4.267
1271079031.23600	pano_000049_000009	55.7194389	12.5960391	40.251	0.09837	-0.11019	94.77891	653166.721	1177526.355	4.226
1271079034.26200	pano_000049_000010	55.7194443	12.5958840	40.209	1.19134	1.53403	77.18222	653156.972	1177526.838	4.183
1271079359.30600	pano_000050_000001	55.7171794	12.5959784	41.051	0.58534	-0.37712	109.52102	653165.976	1177274.753	5.025
1271079361.62700	pano_000050_000002	55.7172095	12.5958282	41.042	1.54499	-0.02379	109.33254	653156.501	1177277.991	5.016
1271079364.31800	pano_000050_000003	55.7172326	12.5956801	41.037	0.65309	0.60255	86.79872	653147.161	1177280.451	5.011
1271079396.65500	pano_000051_000001	55.7171721	12.5956133	40.968	-0.90061	-0.59084	27.61195	653143.042	1177273.660	4.942
1271079399.56100	pano_000051_000002	55.7170933	12.5955331	40.999	0.31819	1.34748	27.75008	653138.112	1177264.831	4.973
1271079407.89300	pano_000051_000003	55.7170100	12.5954667	40.554	1.75695	-1.09056	39.80915	653134.051	1177255.503	4.528
1271079411.09300	pano_000051_000004	55.7170048	12.5953038	40.559	-1.55475	-0.38842	108.14011	653123.818	1177254.798	4.533
1271079413.25400	pano_000051_000005	55.7170351	12.5951537	40.559	-0.48148	-0.32178	108.11118	653114.347	1177258.062	4.533
1271079415.50900	pano_000051_000006	55.7170625	12.5950018	40.553	-0.92017	0.46089	106.61151	653104.761	1177260.993	4.527
1271079551.18600	pano_000052_000001	55.7170706	12.5953397	40.674	-0.49568	1.40564	7.09755	653125.985	1177262.153	4.648
1271079561.52800	pano_000052_000002	55.7170192	12.5952181	40.568	1.08242	-0.38900	101.17098	653118.413	1177256.339	4.542
1271079563.16800	pano_000052_000003	55.7170485	12.5950647	40.571	-0.87001	-0.03612	110.69513	653108.734	1177259.483	4.544
1271079564.79900	pano_000052_000004	55.7170819	12.5949169	40.533	-1.57587	-0.27539	108.98210	653099.401	1177263.089	4.506
