#0:imgID,1:Uniqe_id,1:camSN,2:lat,3:lon,4:height,5:roll,6:pitch,7:heading,8:AcquisitionTime,9:projectedX,10:projectedY,11:projectedZ,12:Region,13:Roll_Original,14:Pitch_Original
pano_000000_000000,pano_000000_000000-50100,Pegasus,55.7164299,12.5807628,35.381,0,0,-96.50760,2020-04-16 10:23:24.000000,652210.772,1177179.755,-0.659,NykoebingF-Sydmotorvejen,1.51045,-0.94557
pano_000000_000001,pano_000000_000001-50100,Pegasus,55.7164329,12.5808133,35.432,0,0,-96.36005,2020-04-16 10:23:24.000000,652213.936,1177180.127,-0.608,NykoebingF-Sydmotorvejen,1.76651,-1.31266
pano_000000_000002,pano_000000_000002-50100,Pegasus,55.7164413,12.5809709,35.699,0,0,-95.85368,2020-04-16 10:23:25.000000,652223.832,1177181.177,-0.341,NykoebingF-Sydmotorvejen,1.41564,-2.76155
pano_000000_000003,pano_000000_000003-50100,Pegasus,55.7164489,12.5811287,36.214,0,0,-95.49967,2020-04-16 10:23:25.000000,652233.738,1177182.147,0.174,NykoebingF-Sydmotorvejen,0.69490,-3.79381
pano_000000_000004,pano_000000_000004-50100,Pegasus,55.7164558,12.5812867,36.850,0,0,-95.17670,2020-04-16 10:23:26.000000,652243.659,1177183.031,0.811,NykoebingF-Sydmotorvejen,-0.19080,-4.01225
pano_000000_000005,pano_000000_000005-50100,Pegasus,55.7164626,12.5814449,37.512,0,0,-95.36838,2020-04-16 10:23:27.000000,652253.589,1177183.907,1.473,NykoebingF-Sydmotorvejen,-0.59762,-3.98032
pano_000000_000006,pano_000000_000006-50100,Pegasus,55.7164703,12.5816027,38.181,0,0,-96.04655,2020-04-16 10:23:28.000000,652263.497,1177184.884,2.142,NykoebingF-Sydmotorvejen,-0.49936,-4.01449
pano_000000_000007,pano_000000_000007-50100,Pegasus,55.7164790,12.5817605,38.853,0,0,-96.59796,2020-04-16 10:23:29.000000,652273.407,1177185.974,2.813,NykoebingF-Sydmotorvejen,-0.41618,-4.08849
pano_000000_000008,pano_000000_000008-50100,Pegasus,55.7164878,12.5819191,39.497,0,0,-95.31607,2020-04-16 10:23:30.000000,652283.358,1177187.073,3.458,NykoebingF-Sydmotorvejen,-0.05733,-4.26056
pano_000000_000009,pano_000000_000009-50100,Pegasus,55.7164922,12.5820793,40.124,0,0,-90.94737,2020-04-16 10:23:31.000000,652293.424,1177187.679,4.085,NykoebingF-Sydmotorvejen,-0.38906,-3.70226
pano_000000_000010,pano_000000_000010-50100,Pegasus,55.7164888,12.5822398,40.662,0,0,-85.66513,2020-04-16 10:23:32.000000,652303.510,1177187.424,4.624,NykoebingF-Sydmotorvejen,-0.87512,-2.53206
pano_000000_000011,pano_000000_000011-50100,Pegasus,55.7164772,12.5823990,41.049,0,0,-80.56621,2020-04-16 10:23:33.000000,652313.530,1177186.249,5.011,NykoebingF-Sydmotorvejen,-0.63816,-1.64474
pano_000000_000012,pano_000000_000012-50100,Pegasus,55.7164581,12.5825558,41.319,0,0,-76.74808,2020-04-16 10:23:35.000000,652323.414,1177184.246,5.280,NykoebingF-Sydmotorvejen,-1.36568,-0.76405
pano_000000_000013,pano_000000_000013-50100,Pegasus,55.7164330,12.5827099,41.429,0,0,-72.06220,2020-04-16 10:23:36.000000,652333.131,1177181.566,5.391,NykoebingF-Sydmotorvejen,-1.34593,0.37221
pano_000000_000014,pano_000000_000014-50100,Pegasus,55.7164002,12.5828586,41.344,0,0,-67.27311,2020-04-16 10:23:44.000000,652342.522,1177178.029,5.306,NykoebingF-Sydmotorvejen,-1.57024,0.87171
pano_000000_000015,pano_000000_000015-50100,Pegasus,55.7163607,12.5830027,41.182,0,0,-62.14604,2020-04-16 10:24:07.000000,652351.631,1177173.741,5.145,NykoebingF-Sydmotorvejen,-1.25934,-0.08541
pano_000000_000016,pano_000000_000016-50100,Pegasus,55.7163142,12.5831410,41.051,0,0,-56.57528,2020-04-16 10:24:09.000000,652360.385,1177168.666,5.013,NykoebingF-Sydmotorvejen,-0.87212,0.44144
pano_000000_000017,pano_000000_000017-50100,Pegasus,55.7162604,12.5832703,40.926,0,0,-52.42730,2020-04-16 10:24:10.000000,652368.578,1177162.770,4.889,NykoebingF-Sydmotorvejen,-1.69865,0.86119
pano_000000_000018,pano_000000_000018-50100,Pegasus,55.7162022,12.5833928,40.778,0,0,-47.60001,2020-04-16 10:24:12.000000,652376.359,1177156.382,4.741,NykoebingF-Sydmotorvejen,-0.98529,0.64299
pano_000000_000019,pano_000000_000019-50100,Pegasus,55.7161376,12.5835051,40.635,0,0,-43.14491,2020-04-16 10:24:13.000000,652383.501,1177149.280,4.597,NykoebingF-Sydmotorvejen,-1.64784,0.59958
pano_000000_000020,pano_000000_000020-50100,Pegasus,55.7160694,12.5836097,40.506,0,0,-40.05941,2020-04-16 10:24:15.000000,652390.164,1177141.770,4.469,NykoebingF-Sydmotorvejen,-1.84514,-0.08005
pano_000000_000021,pano_000000_000021-50100,Pegasus,55.7159980,12.5837080,40.422,0,0,-36.92726,2020-04-16 10:24:16.000000,652396.441,1177133.894,4.385,NykoebingF-Sydmotorvejen,-1.97381,0.15756
pano_000000_000022,pano_000000_000022-50100,Pegasus,55.7159237,12.5837998,40.349,0,0,-33.73293,2020-04-16 10:24:17.000000,652402.310,1177125.687,4.311,NykoebingF-Sydmotorvejen,-1.26613,0.50633
pano_000000_000023,pano_000000_000023-50100,Pegasus,55.7158467,12.5838828,40.300,0,0,-30.49565,2020-04-16 10:24:19.000000,652407.624,1177117.178,4.263,NykoebingF-Sydmotorvejen,-1.75574,0.22665
pano_000000_000024,pano_000000_000024-50100,Pegasus,55.7157676,12.5839582,40.284,0,0,-28.07670,2020-04-16 10:24:20.000000,652412.471,1177108.425,4.247,NykoebingF-Sydmotorvejen,-1.99282,-0.75598
pano_000000_000025,pano_000000_000025-50100,Pegasus,55.7156876,12.5840322,40.311,0,0,-28.44683,2020-04-16 10:24:21.000000,652417.230,1177099.579,4.274,NykoebingF-Sydmotorvejen,-1.86951,-0.75148
pano_000000_000026,pano_000000_000026-50100,Pegasus,55.7156078,12.5841062,40.334,0,0,-27.53296,2020-04-16 10:24:22.000000,652421.984,1177090.750,4.297,NykoebingF-Sydmotorvejen,-0.70789,-0.77379
pano_000000_000027,pano_000000_000027-50100,Pegasus,55.7155266,12.5841773,40.335,0,0,-27.30080,2020-04-16 10:24:23.000000,652426.563,1177081.768,4.299,NykoebingF-Sydmotorvejen,-1.59533,-0.32067
pano_000000_000028,pano_000000_000028-50100,Pegasus,55.7154464,12.5842493,40.339,0,0,-27.84883,2020-04-16 10:24:24.000000,652431.198,1177072.891,4.302,NykoebingF-Sydmotorvejen,-0.95480,-0.30265
pano_000000_000029,pano_000000_000029-50100,Pegasus,55.7153665,12.5843228,40.323,0,0,-28.44082,2020-04-16 10:24:25.000000,652435.923,1177064.049,4.287,NykoebingF-Sydmotorvejen,-0.89438,0.31730
pano_000000_000030,pano_000000_000030-50100,Pegasus,55.7152870,12.5843973,40.300,0,0,-28.42927,2020-04-16 10:24:26.000000,652440.709,1177055.251,4.263,NykoebingF-Sydmotorvejen,-0.64220,-0.06044
pano_000000_000031,pano_000000_000031-50100,Pegasus,55.7152067,12.5844710,40.318,0,0,-27.99384,2020-04-16 10:24:27.000000,652445.452,1177046.370,4.282,NykoebingF-Sydmotorvejen,-1.01097,0.51952
pano_000000_000032,pano_000000_000032-50100,Pegasus,55.7151266,12.5845433,40.282,0,0,-27.49904,2020-04-16 10:24:28.000000,652450.103,1177037.512,4.245,NykoebingF-Sydmotorvejen,-1.14272,-0.50667
pano_000000_000033,pano_000000_000033-50100,Pegasus,55.7150460,12.5846147,40.304,0,0,-27.28705,2020-04-16 10:24:29.000000,652454.698,1177028.595,4.267,NykoebingF-Sydmotorvejen,-1.11705,-0.46882
pano_000000_000034,pano_000000_000034-50100,Pegasus,55.7149654,12.5846863,40.285,0,0,-27.37270,2020-04-16 10:24:30.000000,652459.304,1177019.669,4.249,NykoebingF-Sydmotorvejen,-1.19905,-0.58475
pano_000000_000035,pano_000000_000035-50100,Pegasus,55.7148851,12.5847586,40.317,0,0,-27.81264,2020-04-16 10:24:31.000000,652463.954,1177010.786,4.281,NykoebingF-Sydmotorvejen,-0.51406,-0.52824
pano_000000_000036,pano_000000_000036-50100,Pegasus,55.7148045,12.5848304,40.294,0,0,-27.57889,2020-04-16 10:24:31.000000,652468.577,1177001.872,4.258,NykoebingF-Sydmotorvejen,-1.69476,-0.41667
pano_000000_000037,pano_000000_000037-50100,Pegasus,55.7147241,12.5849023,40.341,0,0,-27.35480,2020-04-16 10:24:32.000000,652473.203,1176992.975,4.305,NykoebingF-Sydmotorvejen,-1.25058,-0.40821
pano_000000_000038,pano_000000_000038-50100,Pegasus,55.7146432,12.5849739,40.339,0,0,-27.55081,2020-04-16 10:24:33.000000,652477.815,1176984.014,4.303,NykoebingF-Sydmotorvejen,-1.66731,0.39357
pano_000000_000039,pano_000000_000039-50100,Pegasus,55.7145631,12.5850458,40.306,0,0,-27.54639,2020-04-16 10:24:34.000000,652482.441,1176975.155,4.270,NykoebingF-Sydmotorvejen,-1.21945,-0.38998
pano_000000_000040,pano_000000_000040-50100,Pegasus,55.7144825,12.5851185,40.307,0,0,-27.83828,2020-04-16 10:24:35.000000,652487.116,1176966.232,4.271,NykoebingF-Sydmotorvejen,-1.25193,-0.09697
pano_000000_000041,pano_000000_000041-50100,Pegasus,55.7144022,12.5851912,40.291,0,0,-27.69708,2020-04-16 10:24:35.000000,652491.791,1176957.352,4.255,NykoebingF-Sydmotorvejen,-1.20317,-0.43482
pano_000000_000042,pano_000000_000042-50100,Pegasus,55.7143219,12.5852637,40.320,0,0,-27.69746,2020-04-16 10:24:36.000000,652496.456,1176948.472,4.284,NykoebingF-Sydmotorvejen,-0.84208,-0.00486
pano_000000_000043,pano_000000_000043-50100,Pegasus,55.7142415,12.5853356,40.263,0,0,-27.89827,2020-04-16 10:24:37.000000,652501.081,1176939.574,4.227,NykoebingF-Sydmotorvejen,-1.87451,-0.62051
pano_000000_000044,pano_000000_000044-50100,Pegasus,55.7141610,12.5854091,40.307,0,0,-28.05388,2020-04-16 10:24:38.000000,652505.811,1176930.669,4.271,NykoebingF-Sydmotorvejen,-1.62621,-0.30048
pano_000000_000045,pano_000000_000045-50100,Pegasus,55.7140809,12.5854817,40.285,0,0,-27.85890,2020-04-16 10:24:39.000000,652510.479,1176921.807,4.250,NykoebingF-Sydmotorvejen,-2.40853,-0.36360
pano_000000_000046,pano_000000_000046-50100,Pegasus,55.7140005,12.5855545,40.306,0,0,-27.60335,2020-04-16 10:24:39.000000,652515.163,1176912.900,4.271,NykoebingF-Sydmotorvejen,-1.83055,-0.28179
pano_000000_000047,pano_000000_000047-50100,Pegasus,55.7139199,12.5856268,40.301,0,0,-27.66230,2020-04-16 10:24:40.000000,652519.817,1176903.992,4.266,NykoebingF-Sydmotorvejen,-1.85104,0.30070
pano_000000_000048,pano_000000_000048-50100,Pegasus,55.7138395,12.5856988,40.297,0,0,-27.63981,2020-04-16 10:24:41.000000,652524.448,1176895.091,4.262,NykoebingF-Sydmotorvejen,-2.08241,-0.24241
pano_000000_000049,pano_000000_000049-50100,Pegasus,55.7137591,12.5857711,40.285,0,0,-27.80852,2020-04-16 10:24:42.000000,652529.098,1176886.189,4.250,NykoebingF-Sydmotorvejen,-2.37420,-0.08715
pano_000000_000050,pano_000000_000050-50100,Pegasus,55.7136788,12.5858435,40.261,0,0,-27.85805,2020-04-16 10:24:42.000000,652533.759,1176877.304,4.227,NykoebingF-Sydmotorvejen,-2.44958,-0.11615
pano_000000_000051,pano_000000_000051-50100,Pegasus,55.7135986,12.5859169,40.257,0,0,-27.99780,2020-04-16 10:24:43.000000,652538.477,1176868.432,4.223,NykoebingF-Sydmotorvejen,-1.83001,-0.46661
pano_000000_000052,pano_000000_000052-50100,Pegasus,55.7135185,12.5859901,40.238,0,0,-27.95947,2020-04-16 10:24:44.000000,652543.189,1176859.577,4.204,NykoebingF-Sydmotorvejen,-1.45261,-0.69798
pano_000000_000053,pano_000000_000053-50100,Pegasus,55.7134380,12.5860633,40.281,0,0,-27.65616,2020-04-16 10:24:45.000000,652547.896,1176850.669,4.247,NykoebingF-Sydmotorvejen,-1.04609,-0.48610
pano_000000_000054,pano_000000_000054-50100,Pegasus,55.7133576,12.5861352,40.313,0,0,-27.42923,2020-04-16 10:24:45.000000,652552.525,1176841.766,4.278,NykoebingF-Sydmotorvejen,-1.32276,-0.13389
pano_000000_000055,pano_000000_000055-50100,Pegasus,55.7132765,12.5862061,40.275,0,0,-27.27016,2020-04-16 10:24:46.000000,652557.089,1176832.796,4.241,NykoebingF-Sydmotorvejen,-2.84136,0.11679
pano_000000_000056,pano_000000_000056-50100,Pegasus,55.7131959,12.5862771,40.319,0,0,-27.49017,2020-04-16 10:24:47.000000,652561.662,1176823.880,4.284,NykoebingF-Sydmotorvejen,-2.64839,0.03983
pano_000000_000057,pano_000000_000057-50100,Pegasus,55.7131154,12.5863501,40.317,0,0,-27.98023,2020-04-16 10:24:47.000000,652566.352,1176814.966,4.283,NykoebingF-Sydmotorvejen,-1.86325,-0.06709
pano_000000_000058,pano_000000_000058-50100,Pegasus,55.7130354,12.5864233,40.287,0,0,-28.10355,2020-04-16 10:24:48.000000,652571.061,1176806.114,4.253,NykoebingF-Sydmotorvejen,-1.83147,-0.65541
pano_000000_000059,pano_000000_000059-50100,Pegasus,55.7129549,12.5864964,40.379,0,0,-27.90002,2020-04-16 10:24:49.000000,652575.767,1176797.207,4.345,NykoebingF-Sydmotorvejen,-2.13333,0.56520
pano_000000_000060,pano_000000_000060-50100,Pegasus,55.7128744,12.5865690,40.349,0,0,-27.77659,2020-04-16 10:24:49.000000,652580.437,1176788.305,4.315,NykoebingF-Sydmotorvejen,-2.15959,0.18764
pano_000000_000061,pano_000000_000061-50100,Pegasus,55.7127939,12.5866412,40.334,0,0,-27.66816,2020-04-16 10:24:50.000000,652585.081,1176779.402,4.300,NykoebingF-Sydmotorvejen,-2.40653,-0.09774
pano_000000_000062,pano_000000_000062-50100,Pegasus,55.7127134,12.5867138,40.358,0,0,-27.72014,2020-04-16 10:24:51.000000,652589.755,1176770.490,4.324,NykoebingF-Sydmotorvejen,-1.97981,-0.21326
pano_000000_000063,pano_000000_000063-50100,Pegasus,55.7126329,12.5867865,40.346,0,0,-27.61440,2020-04-16 10:24:52.000000,652594.430,1176761.582,4.313,NykoebingF-Sydmotorvejen,-1.71487,0.17004
pano_000000_000064,pano_000000_000064-50100,Pegasus,55.7125518,12.5868567,40.291,0,0,-25.20721,2020-04-16 10:24:52.000000,652598.951,1176752.609,4.257,NykoebingF-Sydmotorvejen,-2.07156,0.36054
pano_000000_000065,pano_000000_000065-50100,Pegasus,55.7124688,12.5869201,40.330,0,0,-22.17691,2020-04-16 10:24:53.000000,652603.047,1176743.415,4.297,NykoebingF-Sydmotorvejen,-0.96271,-0.51142
pano_000000_000066,pano_000000_000066-50100,Pegasus,55.7123843,12.5869768,40.348,0,0,-21.75410,2020-04-16 10:24:54.000000,652606.723,1176734.057,4.314,NykoebingF-Sydmotorvejen,-1.62143,-0.16793
pano_000000_000067,pano_000000_000067-50100,Pegasus,55.7123003,12.5870352,40.375,0,0,-23.38126,2020-04-16 10:24:55.000000,652610.510,1176724.741,4.341,NykoebingF-Sydmotorvejen,-2.34225,-0.08431
pano_000000_000068,pano_000000_000068-50100,Pegasus,55.7122177,12.5870984,40.333,0,0,-25.17529,2020-04-16 10:24:55.000000,652614.592,1176715.602,4.300,NykoebingF-Sydmotorvejen,-2.01497,0.02186
pano_000000_000069,pano_000000_000069-50100,Pegasus,55.7121363,12.5871659,40.269,0,0,-26.98370,2020-04-16 10:24:56.000000,652618.943,1176706.581,4.235,NykoebingF-Sydmotorvejen,-2.36424,-0.03963
pano_000000_000070,pano_000000_000070-50100,Pegasus,55.7120558,12.5872383,40.224,0,0,-28.33217,2020-04-16 10:24:57.000000,652623.602,1176697.677,4.190,NykoebingF-Sydmotorvejen,-2.00652,-0.02317
pano_000000_000071,pano_000000_000071-50100,Pegasus,55.7119758,12.5873128,40.176,0,0,-28.32000,2020-04-16 10:24:58.000000,652628.392,1176688.832,4.142,NykoebingF-Sydmotorvejen,-1.51854,0.15714
pano_000000_000072,pano_000000_000072-50100,Pegasus,55.7118956,12.5873865,40.129,0,0,-27.84361,2020-04-16 10:24:58.000000,652633.130,1176679.951,4.095,NykoebingF-Sydmotorvejen,-1.44164,-0.06558
pano_000000_000073,pano_000000_000073-50100,Pegasus,55.7118152,12.5874590,40.091,0,0,-27.62036,2020-04-16 10:24:59.000000,652637.795,1176671.057,4.058,NykoebingF-Sydmotorvejen,-1.07530,0.38880
pano_000000_000074,pano_000000_000074-50100,Pegasus,55.7117350,12.5875310,40.093,0,0,-27.75173,2020-04-16 10:25:00.000000,652642.433,1176662.182,4.060,NykoebingF-Sydmotorvejen,-1.09478,-0.06913
pano_000000_000075,pano_000000_000075-50100,Pegasus,55.7116546,12.5876033,40.016,0,0,-27.89242,2020-04-16 10:25:01.000000,652647.084,1176653.292,3.983,NykoebingF-Sydmotorvejen,-1.69815,0.15610
pano_000000_000076,pano_000000_000076-50100,Pegasus,55.7115747,12.5876761,39.992,0,0,-28.01740,2020-04-16 10:25:01.000000,652651.765,1176644.446,3.959,NykoebingF-Sydmotorvejen,-1.41986,-0.09539
pano_000000_000077,pano_000000_000077-50100,Pegasus,55.7114943,12.5877498,39.971,0,0,-28.14578,2020-04-16 10:25:02.000000,652656.504,1176635.560,3.938,NykoebingF-Sydmotorvejen,-1.23001,-0.02259
pano_000000_000078,pano_000000_000078-50100,Pegasus,55.7114144,12.5878229,39.935,0,0,-27.97373,2020-04-16 10:25:03.000000,652661.211,1176626.715,3.902,NykoebingF-Sydmotorvejen,-1.38302,-0.26004
pano_000000_000079,pano_000000_000079-50100,Pegasus,55.7113336,12.5878958,39.901,0,0,-27.62397,2020-04-16 10:25:04.000000,652665.897,1176617.780,3.869,NykoebingF-Sydmotorvejen,-1.84649,-0.03388
pano_000000_000080,pano_000000_000080-50100,Pegasus,55.7112532,12.5879680,39.907,0,0,-28.29401,2020-04-16 10:25:04.000000,652670.549,1176608.883,3.875,NykoebingF-Sydmotorvejen,-1.97719,-0.25735
pano_000000_000081,pano_000000_000081-50100,Pegasus,55.7111734,12.5880431,39.894,0,0,-29.51379,2020-04-16 10:25:05.000000,652675.371,1176600.056,3.861,NykoebingF-Sydmotorvejen,-1.96693,-0.37857
pano_000000_000082,pano_000000_000082-50100,Pegasus,55.7110951,12.5881209,39.881,0,0,-30.71132,2020-04-16 10:25:06.000000,652680.371,1176591.396,3.848,NykoebingF-Sydmotorvejen,-1.80445,-0.33173
pano_000000_000083,pano_000000_000083-50100,Pegasus,55.7110171,12.5882010,39.917,0,0,-30.51036,2020-04-16 10:25:06.000000,652685.511,1176582.774,3.885,NykoebingF-Sydmotorvejen,-0.95057,-0.29343
pano_000000_000084,pano_000000_000084-50100,Pegasus,55.7109385,12.5882797,39.890,0,0,-30.01534,2020-04-16 10:25:07.000000,652690.563,1176574.084,3.858,NykoebingF-Sydmotorvejen,-1.37294,-0.04277
pano_000000_000085,pano_000000_000085-50100,Pegasus,55.7108596,12.5883573,39.883,0,0,-29.67506,2020-04-16 10:25:08.000000,652695.546,1176565.354,3.851,NykoebingF-Sydmotorvejen,-1.56046,-0.18516
pano_000000_000086,pano_000000_000086-50100,Pegasus,55.7107803,12.5884348,39.878,0,0,-29.49695,2020-04-16 10:25:08.000000,652700.520,1176556.587,3.846,NykoebingF-Sydmotorvejen,-1.22390,-0.22668
pano_000000_000087,pano_000000_000087-50100,Pegasus,55.7107012,12.5885116,39.853,0,0,-29.67995,2020-04-16 10:25:09.000000,652705.458,1176547.833,3.821,NykoebingF-Sydmotorvejen,-1.61621,-0.18015
pano_000001_000000,pano_000001_000000-50100,Pegasus,55.7105036,12.5888640,39.940,0,0,150.65123,2020-04-16 10:28:55.000000,652727.874,1176526.106,3.909,NykoebingF-Sydmotorvejen,-1.75374,-0.36597
pano_000001_000001,pano_000001_000001-50100,Pegasus,55.7105435,12.5888251,39.948,0,0,150.68458,2020-04-16 10:28:55.000000,652725.376,1176530.525,3.917,NykoebingF-Sydmotorvejen,-1.27125,-0.21518
pano_000001_000002,pano_000001_000002-50100,Pegasus,55.7106226,12.5887488,39.935,0,0,150.34571,2020-04-16 10:28:56.000000,652720.472,1176539.269,3.904,NykoebingF-Sydmotorvejen,-1.68915,-0.29067
pano_000001_000003,pano_000001_000003-50100,Pegasus,55.7107015,12.5886714,39.937,0,0,150.29196,2020-04-16 10:28:57.000000,652715.502,1176547.993,3.906,NykoebingF-Sydmotorvejen,-1.61057,-0.22712
pano_000001_000004,pano_000001_000004-50100,Pegasus,55.7107804,12.5885938,39.943,0,0,150.20817,2020-04-16 10:28:58.000000,652710.514,1176556.717,3.912,NykoebingF-Sydmotorvejen,-1.46766,-0.01192
pano_000001_000005,pano_000001_000005-50100,Pegasus,55.7108592,12.5885168,39.925,0,0,150.15878,2020-04-16 10:28:59.000000,652705.571,1176565.434,3.894,NykoebingF-Sydmotorvejen,-2.12629,-0.40180
pano_000001_000006,pano_000001_000006-50100,Pegasus,55.7109377,12.5884386,39.953,0,0,149.95710,2020-04-16 10:28:59.000000,652700.551,1176574.113,3.921,NykoebingF-Sydmotorvejen,-1.24022,-0.15774
pano_000001_000007,pano_000001_000007-50100,Pegasus,55.7110165,12.5883605,39.950,0,0,149.85667,2020-04-16 10:29:00.000000,652695.535,1176582.831,3.918,NykoebingF-Sydmotorvejen,-1.75434,-0.28321
pano_000001_000008,pano_000001_000008-50100,Pegasus,55.7110953,12.5882820,39.987,0,0,150.24163,2020-04-16 10:29:01.000000,652690.492,1176591.536,3.955,NykoebingF-Sydmotorvejen,-0.93022,0.17528
pano_000001_000009,pano_000001_000009-50100,Pegasus,55.7111742,12.5882052,39.975,0,0,150.66389,2020-04-16 10:29:02.000000,652685.561,1176600.264,3.943,NykoebingF-Sydmotorvejen,-1.25425,-0.35107
pano_000001_000010,pano_000001_000010-50100,Pegasus,55.7112537,12.5881300,39.975,0,0,151.71034,2020-04-16 10:29:03.000000,652680.730,1176609.061,3.943,NykoebingF-Sydmotorvejen,-1.31632,-0.42590
pano_000001_000011,pano_000001_000011-50100,Pegasus,55.7113337,12.5880567,39.986,0,0,151.98064,2020-04-16 10:29:04.000000,652676.015,1176617.910,3.954,NykoebingF-Sydmotorvejen,-1.14048,-0.51443
pano_000001_000012,pano_000001_000012-50100,Pegasus,55.7114137,12.5879838,40.000,0,0,151.64819,2020-04-16 10:29:05.000000,652671.320,1176626.763,3.967,NykoebingF-Sydmotorvejen,-1.54280,-0.59666
pano_000001_000013,pano_000001_000013-50100,Pegasus,55.7114936,12.5879096,40.018,0,0,151.53369,2020-04-16 10:29:05.000000,652666.551,1176635.599,3.985,NykoebingF-Sydmotorvejen,-1.76524,-0.46139
pano_000001_000014,pano_000001_000014-50100,Pegasus,55.7115735,12.5878354,40.052,0,0,151.98310,2020-04-16 10:29:06.000000,652661.781,1176644.441,4.020,NykoebingF-Sydmotorvejen,-1.01157,-0.80191
pano_000001_000015,pano_000001_000015-50100,Pegasus,55.7116537,12.5877625,40.071,0,0,151.97592,2020-04-16 10:29:07.000000,652657.088,1176653.310,4.038,NykoebingF-Sydmotorvejen,-1.38089,-0.79712
pano_000001_000016,pano_000001_000016-50100,Pegasus,55.7117338,12.5876891,40.135,0,0,152.08200,2020-04-16 10:29:08.000000,652652.370,1176662.174,4.103,NykoebingF-Sydmotorvejen,-1.03196,-0.43642
pano_000001_000017,pano_000001_000017-50100,Pegasus,55.7118140,12.5876169,40.113,0,0,152.29601,2020-04-16 10:29:09.000000,652647.722,1176671.049,4.080,NykoebingF-Sydmotorvejen,-1.44982,-0.62372
pano_000001_000018,pano_000001_000018-50100,Pegasus,55.7118944,12.5875448,40.188,0,0,152.52236,2020-04-16 10:29:09.000000,652643.082,1176679.941,4.155,NykoebingF-Sydmotorvejen,-1.38312,-0.41745
pano_000001_000019,pano_000001_000019-50100,Pegasus,55.7119750,12.5874730,40.252,0,0,152.91099,2020-04-16 10:29:10.000000,652638.465,1176688.866,4.219,NykoebingF-Sydmotorvejen,-1.00344,-0.14155
pano_000001_000020,pano_000001_000020-50100,Pegasus,55.7120565,12.5874040,40.245,0,0,154.18971,2020-04-16 10:29:11.000000,652634.018,1176697.880,4.212,NykoebingF-Sydmotorvejen,-2.21679,-0.55254
pano_000001_000021,pano_000001_000021-50100,Pegasus,55.7121389,12.5873383,40.296,0,0,155.99673,2020-04-16 10:29:12.000000,652629.774,1176707.001,4.263,NykoebingF-Sydmotorvejen,-2.44937,-0.38699
pano_000001_000022,pano_000001_000022-50100,Pegasus,55.7122217,12.5872776,40.361,0,0,158.04382,2020-04-16 10:29:12.000000,652625.850,1176716.176,4.328,NykoebingF-Sydmotorvejen,-1.77883,-1.38655
pano_000001_000023,pano_000001_000023-50100,Pegasus,55.7123062,12.5872188,40.506,0,0,157.74341,2020-04-16 10:29:13.000000,652622.041,1176725.545,4.473,NykoebingF-Sydmotorvejen,-0.35413,0.40992
pano_000001_000024,pano_000001_000024-50100,Pegasus,55.7123895,12.5871587,40.451,0,0,155.18210,2020-04-16 10:29:14.000000,652618.150,1176734.767,4.418,NykoebingF-Sydmotorvejen,-1.76348,0.77421
pano_000001_000025,pano_000001_000025-50100,Pegasus,55.7124711,12.5870929,40.345,0,0,153.61232,2020-04-16 10:29:15.000000,652613.907,1176743.799,4.312,NykoebingF-Sydmotorvejen,-3.21339,-0.20229
pano_000001_000026,pano_000001_000026-50100,Pegasus,55.7125517,12.5870223,40.331,0,0,152.70626,2020-04-16 10:29:15.000000,652609.361,1176752.719,4.297,NykoebingF-Sydmotorvejen,-1.66514,-0.09221
pano_000001_000027,pano_000001_000027-50100,Pegasus,55.7126320,12.5869511,40.333,0,0,152.60191,2020-04-16 10:29:16.000000,652604.778,1176761.610,4.300,NykoebingF-Sydmotorvejen,-1.89220,-0.64901
pano_000001_000028,pano_000001_000028-50100,Pegasus,55.7127124,12.5868791,40.384,0,0,152.23753,2020-04-16 10:29:17.000000,652600.143,1176770.509,4.350,NykoebingF-Sydmotorvejen,-1.79033,-0.43208
pano_000001_000029,pano_000001_000029-50100,Pegasus,55.7127930,12.5868068,40.361,0,0,152.21788,2020-04-16 10:29:18.000000,652595.491,1176779.428,4.327,NykoebingF-Sydmotorvejen,-2.40367,-0.35524
pano_000001_000030,pano_000001_000030-50100,Pegasus,55.7128730,12.5867343,40.387,0,0,152.28079,2020-04-16 10:29:18.000000,652590.827,1176788.279,4.354,NykoebingF-Sydmotorvejen,-1.80083,-0.34431
pano_000001_000031,pano_000001_000031-50100,Pegasus,55.7129533,12.5866618,40.403,0,0,152.03560,2020-04-16 10:29:19.000000,652586.162,1176797.162,4.369,NykoebingF-Sydmotorvejen,-1.72508,-0.13192
pano_000001_000032,pano_000001_000032-50100,Pegasus,55.7130339,12.5865891,40.361,0,0,152.06810,2020-04-16 10:29:20.000000,652581.489,1176806.073,4.327,NykoebingF-Sydmotorvejen,-2.95793,0.15821
pano_000001_000033,pano_000001_000033-50100,Pegasus,55.7131140,12.5865161,40.385,0,0,152.35158,2020-04-16 10:29:21.000000,652576.790,1176814.944,4.351,NykoebingF-Sydmotorvejen,-1.96470,-0.29385
pano_000001_000034,pano_000001_000034-50100,Pegasus,55.7131946,12.5864441,40.387,0,0,152.37178,2020-04-16 10:29:21.000000,652572.158,1176823.857,4.353,NykoebingF-Sydmotorvejen,-2.19470,-0.13470
