#0:imgID,1:Uniqe_id,1:camSN,2:lat,3:lon,4:height,5:roll,6:pitch,7:heading,8:AcquisitionTime,9:projectedX,10:projectedY,11:projectedZ,12:Region,13:Roll_Original,14:Pitch_Original
pano_000006_000008,pano_000006_000008-50100,Pegasus,55.7164932,12.5826553,41.527,0,0,-80.38459,2020-04-16 10:48:30.000000,652329.622,1177188.232,5.488,NykoebingF-Sydmotorvejen,0.42812,-0.81950
pano_000006_000009,pano_000006_000009-50100,Pegasus,55.7164734,12.5828125,41.575,0,0,-74.33507,2020-04-16 10:48:31.000000,652339.528,1177186.139,5.536,NykoebingF-Sydmotorvejen,0.62125,-0.01517
pano_000006_000010,pano_000006_000010-50100,Pegasus,55.7164435,12.5829644,41.470,0,0,-67.34464,2020-04-16 10:48:32.000000,652349.112,1177182.924,5.433,NykoebingF-Sydmotorvejen,0.52868,0.57686
pano_000006_000011,pano_000006_000011-50100,Pegasus,55.7164031,12.5831092,41.359,0,0,-60.62749,2020-04-16 10:48:33.000000,652358.267,1177178.539,5.321,NykoebingF-Sydmotorvejen,-0.09553,1.29556
pano_000006_000012,pano_000006_000012-50100,Pegasus,55.7163538,12.5832442,41.239,0,0,-54.15547,2020-04-16 10:48:34.000000,652366.813,1177173.146,5.201,NykoebingF-Sydmotorvejen,-0.37991,1.53622
pano_000006_000013,pano_000006_000013-50100,Pegasus,55.7162968,12.5833686,41.102,0,0,-49.91318,2020-04-16 10:48:35.000000,652374.710,1177166.904,5.065,NykoebingF-Sydmotorvejen,-0.96064,1.39667
pano_000006_000014,pano_000006_000014-50100,Pegasus,55.7162357,12.5834857,40.973,0,0,-46.63151,2020-04-16 10:48:37.000000,652382.150,1177160.188,4.936,NykoebingF-Sydmotorvejen,-1.52679,1.06859
pano_000006_000015,pano_000006_000015-50100,Pegasus,55.7161713,12.5835973,40.833,0,0,-47.29539,2020-04-16 10:48:49.000000,652389.253,1177153.097,4.795,NykoebingF-Sydmotorvejen,-2.18902,1.02588
pano_000006_000016,pano_000006_000016-50100,Pegasus,55.7161438,12.5837301,40.842,0,0,-103.27229,2020-04-16 10:48:51.000000,652397.633,1177150.137,4.805,NykoebingF-Sydmotorvejen,-2.12908,-1.27765
pano_000006_000017,pano_000006_000017-50100,Pegasus,55.7161961,12.5838431,40.941,0,0,-153.44874,2020-04-16 10:48:53.000000,652404.664,1177156.046,4.904,NykoebingF-Sydmotorvejen,-1.71428,0.60816
pano_000007_000000,pano_000007_000000-50100,Pegasus,55.7166044,12.5810889,42.350,0,0,-101.06408,2020-04-16 10:49:57.000000,652231.028,1177199.426,6.310,NykoebingF-Sydmotorvejen,-0.17559,-0.56815
pano_000007_000001,pano_000007_000001-50100,Pegasus,55.7166095,12.5811609,42.315,0,0,-94.88533,2020-04-16 10:49:58.000000,652235.548,1177200.046,6.275,NykoebingF-Sydmotorvejen,-0.73663,0.30619
pano_000007_000002,pano_000007_000002-50100,Pegasus,55.7166120,12.5813215,42.165,0,0,-90.40233,2020-04-16 10:49:59.000000,652245.638,1177200.446,6.125,NykoebingF-Sydmotorvejen,-1.05039,0.42732
pano_000007_000003,pano_000007_000003-50100,Pegasus,55.7166100,12.5814817,42.004,0,0,-89.26668,2020-04-16 10:50:00.000000,652255.707,1177200.348,5.965,NykoebingF-Sydmotorvejen,-0.93499,0.41451
pano_000007_000004,pano_000007_000004-50100,Pegasus,55.7166085,12.5816414,41.868,0,0,-90.27456,2020-04-16 10:50:01.000000,652265.747,1177200.301,5.828,NykoebingF-Sydmotorvejen,-0.73326,0.43764
pano_000007_000005,pano_000007_000005-50100,Pegasus,55.7166072,12.5818015,41.733,0,0,-88.62555,2020-04-16 10:50:02.000000,652275.813,1177200.277,5.694,NykoebingF-Sydmotorvejen,-0.51578,0.29795
pano_000007_000006,pano_000007_000006-50100,Pegasus,55.7166020,12.5819615,41.596,0,0,-85.98575,2020-04-16 10:50:03.000000,652285.870,1177199.816,5.557,NykoebingF-Sydmotorvejen,-0.75821,0.42179
pano_000007_000007,pano_000007_000007-50100,Pegasus,55.7165928,12.5821212,41.465,0,0,-84.02641,2020-04-16 10:50:04.000000,652295.919,1177198.911,5.426,NykoebingF-Sydmotorvejen,-0.80433,0.61359
pano_000007_000008,pano_000007_000008-50100,Pegasus,55.7165818,12.5822800,41.303,0,0,-83.51976,2020-04-16 10:50:05.000000,652305.914,1177197.811,5.264,NykoebingF-Sydmotorvejen,-0.96488,0.50026
pano_000007_000009,pano_000007_000009-50100,Pegasus,55.7165704,12.5824385,41.208,0,0,-83.13103,2020-04-16 10:50:06.000000,652315.894,1177196.655,5.170,NykoebingF-Sydmotorvejen,-0.81246,0.20498
pano_000007_000010,pano_000007_000010-50100,Pegasus,55.7165578,12.5825964,41.194,0,0,-82.43160,2020-04-16 10:50:07.000000,652325.834,1177195.374,5.156,NykoebingF-Sydmotorvejen,-1.18061,-0.43009
pano_000007_000011,pano_000007_000011-50100,Pegasus,55.7165448,12.5827547,41.282,0,0,-82.35832,2020-04-16 10:50:08.000000,652335.797,1177194.047,5.243,NykoebingF-Sydmotorvejen,-0.77799,-0.55548
pano_000007_000012,pano_000007_000012-50100,Pegasus,55.7165313,12.5829129,41.381,0,0,-82.12160,2020-04-16 10:50:09.000000,652345.755,1177192.667,5.343,NykoebingF-Sydmotorvejen,-1.31188,-0.06522
pano_000007_000013,pano_000007_000013-50100,Pegasus,55.7165151,12.5830715,41.400,0,0,-76.33741,2020-04-16 10:50:10.000000,652355.745,1177190.977,5.362,NykoebingF-Sydmotorvejen,-0.68601,0.77334
pano_000007_000014,pano_000007_000014-50100,Pegasus,55.7164798,12.5832209,41.350,0,0,-59.27219,2020-04-16 10:50:13.000000,652365.184,1177187.165,5.312,NykoebingF-Sydmotorvejen,-0.95127,0.27825
pano_000007_000015,pano_000007_000015-50100,Pegasus,55.7164264,12.5833515,41.260,0,0,-50.29935,2020-04-16 10:50:16.000000,652373.464,1177181.313,5.223,NykoebingF-Sydmotorvejen,-0.88308,0.06225
pano_000007_000016,pano_000007_000016-50100,Pegasus,55.7163618,12.5834651,41.157,0,0,-42.02373,2020-04-16 10:50:18.000000,652380.686,1177174.211,5.119,NykoebingF-Sydmotorvejen,-0.88726,0.05771
pano_000007_000017,pano_000007_000017-50100,Pegasus,55.7162923,12.5835678,41.057,0,0,-38.84176,2020-04-16 10:50:19.000000,652387.233,1177166.544,5.019,NykoebingF-Sydmotorvejen,-0.94533,0.08621
pano_000007_000018,pano_000007_000018-50100,Pegasus,55.7162196,12.5836632,40.971,0,0,-35.27012,2020-04-16 10:50:21.000000,652393.326,1177158.525,4.934,NykoebingF-Sydmotorvejen,-0.81576,0.16171
pano_000007_000019,pano_000007_000019-50100,Pegasus,55.7161432,12.5837488,40.845,0,0,-29.90801,2020-04-16 10:50:22.000000,652398.808,1177150.084,4.808,NykoebingF-Sydmotorvejen,-0.33300,0.07673
pano_000007_000020,pano_000007_000020-50100,Pegasus,55.7160624,12.5838215,40.733,0,0,-25.70708,2020-04-16 10:50:23.000000,652403.484,1177141.148,4.696,NykoebingF-Sydmotorvejen,-0.87893,-0.04370
pano_000007_000021,pano_000007_000021-50100,Pegasus,55.7159790,12.5838847,40.643,0,0,-22.24775,2020-04-16 10:50:24.000000,652407.572,1177131.907,4.606,NykoebingF-Sydmotorvejen,-1.97151,0.34183
pano_000007_000022,pano_000007_000022-50100,Pegasus,55.7158945,12.5839399,40.490,0,0,-19.26619,2020-04-16 10:50:25.000000,652411.151,1177122.539,4.453,NykoebingF-Sydmotorvejen,-1.37094,0.03498
pano_000007_000023,pano_000007_000023-50100,Pegasus,55.7158090,12.5839898,40.435,0,0,-19.08136,2020-04-16 10:50:26.000000,652414.403,1177113.063,4.398,NykoebingF-Sydmotorvejen,-0.82809,-0.15377
pano_000007_000024,pano_000007_000024-50100,Pegasus,55.7157237,12.5840401,40.406,0,0,-19.78247,2020-04-16 10:50:26.000000,652417.680,1177103.602,4.370,NykoebingF-Sydmotorvejen,-1.57813,-0.45495
pano_000007_000025,pano_000007_000025-50100,Pegasus,55.7156392,12.5840946,40.401,0,0,-22.74196,2020-04-16 10:50:27.000000,652421.213,1177094.240,4.364,NykoebingF-Sydmotorvejen,-2.14125,-0.34345
pano_000008_000000,pano_000008_000000-50100,Pegasus,55.7146645,12.5885445,40.214,0,0,-73.96757,2020-04-16 11:00:54.000000,652702.190,1176989.099,4.182,NykoebingF-Sydmotorvejen,0.07867,-0.31136
pano_000008_000001,pano_000008_000001-50100,Pegasus,55.7146315,12.5887106,40.279,0,0,-70.51964,2020-04-16 11:01:15.000000,652712.673,1176985.550,4.247,NykoebingF-Sydmotorvejen,2.64378,-0.35569
pano_000008_000002,pano_000008_000002-50100,Pegasus,55.7145949,12.5888573,40.272,0,0,-62.72182,2020-04-16 11:01:21.000000,652721.943,1176981.584,4.240,NykoebingF-Sydmotorvejen,1.71953,-1.78897
pano_000008_000003,pano_000008_000003-50100,Pegasus,55.7145655,12.5890050,40.313,0,0,-77.17274,2020-04-16 11:01:24.000000,652731.260,1176978.431,4.281,NykoebingF-Sydmotorvejen,2.63815,0.18684
pano_000008_000004,pano_000008_000004-50100,Pegasus,55.7145383,12.5891586,40.315,0,0,-67.05648,2020-04-16 11:01:27.000000,652740.955,1176975.515,4.283,NykoebingF-Sydmotorvejen,2.07702,-0.39611
pano_000008_000005,pano_000008_000005-50100,Pegasus,55.7144989,12.5893020,40.356,0,0,-65.38084,2020-04-16 11:01:31.000000,652750.019,1176971.232,4.324,NykoebingF-Sydmotorvejen,0.35252,-0.92651
pano_000008_000006,pano_000008_000006-50100,Pegasus,55.7144580,12.5894443,40.393,0,0,-64.21507,2020-04-16 11:01:34.000000,652759.019,1176966.792,4.362,NykoebingF-Sydmotorvejen,-0.09319,-0.47462
pano_000008_000007,pano_000008_000007-50100,Pegasus,55.7144314,12.5895945,40.404,0,0,-77.82952,2020-04-16 11:01:37.000000,652768.491,1176963.943,4.373,NykoebingF-Sydmotorvejen,0.42449,1.54405
pano_000009_000000,pano_000009_000000-50100,Pegasus,55.7143641,12.5896819,40.275,0,0,-2.82167,2020-04-16 11:02:28.000000,652774.079,1176956.520,4.243,NykoebingF-Sydmotorvejen,2.93166,-0.36053
pano_000009_000001,pano_000009_000001-50100,Pegasus,55.7142745,12.5896421,40.255,0,0,22.36214,2020-04-16 11:02:31.000000,652771.696,1176946.510,4.224,NykoebingF-Sydmotorvejen,3.05927,-0.52800
pano_000009_000002,pano_000009_000002-50100,Pegasus,55.7141915,12.5895794,40.241,0,0,22.82942,2020-04-16 11:02:32.000000,652767.870,1176937.228,4.210,NykoebingF-Sydmotorvejen,3.60150,-0.41779
pano_000009_000003,pano_000009_000003-50100,Pegasus,55.7141093,12.5895158,40.266,0,0,22.30543,2020-04-16 11:02:34.000000,652763.980,1176928.030,4.235,NykoebingF-Sydmotorvejen,2.36593,-1.00726
pano_000009_000004,pano_000009_000004-50100,Pegasus,55.7140260,12.5894538,40.290,0,0,22.51066,2020-04-16 11:02:35.000000,652760.196,1176918.705,4.259,NykoebingF-Sydmotorvejen,3.02651,-0.74045
pano_000009_000005,pano_000009_000005-50100,Pegasus,55.7139429,12.5893911,40.306,0,0,22.27733,2020-04-16 11:02:36.000000,652756.368,1176909.404,4.274,NykoebingF-Sydmotorvejen,3.09437,-0.54500
pano_000009_000006,pano_000009_000006-50100,Pegasus,55.7138598,12.5893291,40.258,0,0,21.93533,2020-04-16 11:02:37.000000,652752.583,1176900.111,4.226,NykoebingF-Sydmotorvejen,2.47980,-0.47510
pano_000009_000007,pano_000009_000007-50100,Pegasus,55.7137767,12.5892682,40.282,0,0,21.71310,2020-04-16 11:02:38.000000,652748.869,1176890.810,4.251,NykoebingF-Sydmotorvejen,2.34112,-0.32241
pano_000009_000008,pano_000009_000008-50100,Pegasus,55.7136933,12.5892079,40.294,0,0,21.57294,2020-04-16 11:02:39.000000,652745.188,1176881.474,4.263,NykoebingF-Sydmotorvejen,2.51201,-0.08596
pano_000009_000009,pano_000009_000009-50100,Pegasus,55.7136099,12.5891471,40.273,0,0,21.54539,2020-04-16 11:02:40.000000,652741.484,1176872.150,4.241,NykoebingF-Sydmotorvejen,1.98407,-0.46311
pano_000009_000010,pano_000009_000010-50100,Pegasus,55.7135266,12.5890873,40.284,0,0,21.58679,2020-04-16 11:02:41.000000,652737.835,1176862.823,4.252,NykoebingF-Sydmotorvejen,2.48424,-0.35116
pano_000009_000011,pano_000009_000011-50100,Pegasus,55.7134432,12.5890269,40.289,0,0,21.64338,2020-04-16 11:02:42.000000,652734.151,1176853.495,4.257,NykoebingF-Sydmotorvejen,2.31243,-0.64398
pano_000009_000012,pano_000009_000012-50100,Pegasus,55.7133597,12.5889669,40.283,0,0,21.27321,2020-04-16 11:02:43.000000,652730.492,1176844.158,4.252,NykoebingF-Sydmotorvejen,2.48363,-0.55332
pano_000009_000013,pano_000009_000013-50100,Pegasus,55.7132762,12.5889080,40.280,0,0,20.99707,2020-04-16 11:02:43.000000,652726.902,1176834.819,4.248,NykoebingF-Sydmotorvejen,2.58191,-0.45016
pano_000009_000014,pano_000009_000014-50100,Pegasus,55.7131925,12.5888493,40.278,0,0,20.92023,2020-04-16 11:02:44.000000,652723.328,1176825.452,4.246,NykoebingF-Sydmotorvejen,2.44329,-0.49958
pano_000009_000015,pano_000009_000015-50100,Pegasus,55.7131083,12.5887909,40.249,0,0,21.23586,2020-04-16 11:02:45.000000,652719.773,1176816.028,4.217,NykoebingF-Sydmotorvejen,3.91185,0.35204
pano_000009_000016,pano_000009_000016-50100,Pegasus,55.7130244,12.5887315,40.259,0,0,21.44175,2020-04-16 11:02:46.000000,652716.148,1176806.645,4.227,NykoebingF-Sydmotorvejen,3.65377,-0.03925
pano_000009_000017,pano_000009_000017-50100,Pegasus,55.7129412,12.5886703,40.258,0,0,22.08981,2020-04-16 11:02:47.000000,652712.416,1176797.341,4.226,NykoebingF-Sydmotorvejen,2.60446,-0.41219
pano_000009_000018,pano_000009_000018-50100,Pegasus,55.7128580,12.5886083,40.286,0,0,22.22369,2020-04-16 11:02:48.000000,652708.630,1176788.031,4.254,NykoebingF-Sydmotorvejen,2.61394,-0.21708
pano_000009_000019,pano_000009_000019-50100,Pegasus,55.7127748,12.5885468,40.290,0,0,21.98326,2020-04-16 11:02:49.000000,652704.875,1176778.714,4.258,NykoebingF-Sydmotorvejen,3.02510,-0.30095
pano_000009_000020,pano_000009_000020-50100,Pegasus,55.7126913,12.5884856,40.313,0,0,21.84601,2020-04-16 11:02:50.000000,652701.144,1176769.371,4.281,NykoebingF-Sydmotorvejen,3.04573,0.03467
pano_000009_000021,pano_000009_000021-50100,Pegasus,55.7126076,12.5884249,40.322,0,0,21.61195,2020-04-16 11:02:51.000000,652697.440,1176760.015,4.290,NykoebingF-Sydmotorvejen,3.01993,0.68621
pano_000009_000022,pano_000009_000022-50100,Pegasus,55.7125244,12.5883647,40.288,0,0,22.54028,2020-04-16 11:02:52.000000,652693.769,1176750.705,4.256,NykoebingF-Sydmotorvejen,3.34715,0.18560
pano_000009_000023,pano_000009_000023-50100,Pegasus,55.7124429,12.5882923,40.293,0,0,32.45636,2020-04-16 11:02:53.000000,652689.330,1176741.577,4.260,NykoebingF-Sydmotorvejen,1.12197,0.79183
pano_000009_000024,pano_000009_000024-50100,Pegasus,55.7123812,12.5881714,40.309,0,0,65.68311,2020-04-16 11:02:56.000000,652681.812,1176734.613,4.276,NykoebingF-Sydmotorvejen,1.28542,0.15799
pano_000009_000025,pano_000009_000025-50100,Pegasus,55.7123643,12.5880140,40.262,0,0,83.08326,2020-04-16 11:02:59.000000,652671.940,1176732.612,4.229,NykoebingF-Sydmotorvejen,0.63588,-1.19245
pano_000009_000026,pano_000009_000026-50100,Pegasus,55.7123513,12.5878570,40.340,0,0,80.42781,2020-04-16 11:03:01.000000,652662.091,1176731.044,4.308,NykoebingF-Sydmotorvejen,1.15098,-0.64196
pano_000009_000027,pano_000009_000027-50100,Pegasus,55.7123382,12.5876992,40.367,0,0,81.11898,2020-04-16 11:03:03.000000,652652.189,1176729.466,4.334,NykoebingF-Sydmotorvejen,1.47376,-0.27190
pano_000009_000028,pano_000009_000028-50100,Pegasus,55.7123251,12.5875417,40.383,0,0,81.14095,2020-04-16 11:03:05.000000,652642.313,1176727.893,4.350,NykoebingF-Sydmotorvejen,0.84908,-0.08897
pano_000009_000029,pano_000009_000029-50100,Pegasus,55.7123139,12.5873835,40.392,0,0,86.77683,2020-04-16 11:03:08.000000,652632.383,1176726.523,4.359,NykoebingF-Sydmotorvejen,1.27214,-1.09795
pano_000009_000030,pano_000009_000030-50100,Pegasus,55.7123340,12.5872223,40.488,0,0,127.52799,2020-04-16 11:03:11.000000,652622.225,1176728.644,4.455,NykoebingF-Sydmotorvejen,-0.23780,-0.13539
pano_000009_000031,pano_000009_000031-50100,Pegasus,55.7124102,12.5871317,40.420,0,0,153.84733,2020-04-16 11:03:13.000000,652616.425,1176737.058,4.387,NykoebingF-Sydmotorvejen,-1.60371,-0.18438
pano_000009_000032,pano_000009_000032-50100,Pegasus,55.7124910,12.5870630,40.401,0,0,152.90188,2020-04-16 11:03:14.000000,652612.000,1176745.993,4.368,NykoebingF-Sydmotorvejen,-2.26870,-0.33630
pano_000009_000033,pano_000009_000033-50100,Pegasus,55.7125708,12.5869905,40.369,0,0,152.25832,2020-04-16 11:03:15.000000,652607.334,1176754.827,4.336,NykoebingF-Sydmotorvejen,-0.87034,-0.37614
pano_000010_000000,pano_000010_000000-50100,Pegasus,55.7123467,12.5877229,40.370,0,0,79.16782,2020-04-16 11:05:36.000000,652653.669,1176730.438,4.337,NykoebingF-Sydmotorvejen,0.16524,-0.18662
pano_000010_000001,pano_000010_000001-50100,Pegasus,55.7123431,12.5876879,40.369,0,0,79.43681,2020-04-16 11:05:36.000000,652651.474,1176730.000,4.336,NykoebingF-Sydmotorvejen,0.76494,-0.25749
pano_000010_000002,pano_000010_000002-50100,Pegasus,55.7123286,12.5875301,40.384,0,0,81.24028,2020-04-16 11:05:39.000000,652641.575,1176728.274,4.351,NykoebingF-Sydmotorvejen,0.15242,-0.19494
pano_000010_000003,pano_000010_000003-50100,Pegasus,55.7123383,12.5873676,40.410,0,0,114.74675,2020-04-16 11:05:42.000000,652631.348,1176729.225,4.377,NykoebingF-Sydmotorvejen,-0.59624,-0.50133
pano_000010_000004,pano_000010_000004-50100,Pegasus,55.7123990,12.5872431,40.369,0,0,146.76354,2020-04-16 11:05:44.000000,652623.442,1176735.887,4.335,NykoebingF-Sydmotorvejen,-0.55546,0.92016
pano_000010_000005,pano_000010_000005-50100,Pegasus,55.7124790,12.5871714,40.329,0,0,153.72710,2020-04-16 11:05:47.000000,652618.828,1176744.738,4.296,NykoebingF-Sydmotorvejen,1.06796,-1.38837
pano_000010_000006,pano_000010_000006-50100,Pegasus,55.7125599,12.5871017,40.385,0,0,153.16429,2020-04-16 11:05:48.000000,652614.341,1176753.697,4.352,NykoebingF-Sydmotorvejen,0.65829,-0.29177
pano_000010_000007,pano_000010_000007-50100,Pegasus,55.7126401,12.5870307,40.379,0,0,152.24649,2020-04-16 11:05:50.000000,652609.767,1176762.567,4.346,NykoebingF-Sydmotorvejen,0.90307,-0.47329
pano_000010_000008,pano_000010_000008-50100,Pegasus,55.7127199,12.5869583,40.432,0,0,152.08709,2020-04-16 11:05:52.000000,652605.113,1176771.403,4.398,NykoebingF-Sydmotorvejen,0.53976,-0.62828
pano_000010_000009,pano_000010_000009-50100,Pegasus,55.7127999,12.5868855,40.456,0,0,152.70671,2020-04-16 11:05:53.000000,652600.430,1176780.256,4.423,NykoebingF-Sydmotorvejen,1.36515,-0.16317
pano_000010_000010,pano_000010_000010-50100,Pegasus,55.7128802,12.5868140,40.453,0,0,152.53563,2020-04-16 11:05:55.000000,652595.826,1176789.134,4.419,NykoebingF-Sydmotorvejen,1.92951,-0.02814
pano_000010_000011,pano_000010_000011-50100,Pegasus,55.7129597,12.5867415,40.449,0,0,152.02266,2020-04-16 11:05:56.000000,652591.166,1176797.933,4.415,NykoebingF-Sydmotorvejen,2.46687,-0.46456
pano_000010_000012,pano_000010_000012-50100,Pegasus,55.7130395,12.5866680,40.437,0,0,152.48689,2020-04-16 11:05:58.000000,652586.436,1176806.762,4.403,NykoebingF-Sydmotorvejen,2.59626,-0.09270
pano_000010_000013,pano_000010_000013-50100,Pegasus,55.7131199,12.5865976,40.427,0,0,152.79791,2020-04-16 11:05:59.000000,652581.905,1176815.660,4.393,NykoebingF-Sydmotorvejen,2.00273,-0.43456
pano_000010_000014,pano_000010_000014-50100,Pegasus,55.7132004,12.5865270,40.438,0,0,152.72462,2020-04-16 11:06:01.000000,652577.360,1176824.563,4.404,NykoebingF-Sydmotorvejen,0.89077,0.04679
pano_000010_000015,pano_000010_000015-50100,Pegasus,55.7132799,12.5864546,40.417,0,0,151.77144,2020-04-16 11:06:02.000000,652572.703,1176833.361,4.383,NykoebingF-Sydmotorvejen,2.29297,-0.27528
pano_000010_000016,pano_000010_000016-50100,Pegasus,55.7133598,12.5863817,40.442,0,0,152.06279,2020-04-16 11:06:04.000000,652568.013,1176842.200,4.408,NykoebingF-Sydmotorvejen,0.84741,-0.21803
pano_000010_000017,pano_000010_000017-50100,Pegasus,55.7134397,12.5863095,40.432,0,0,152.72853,2020-04-16 11:06:06.000000,652563.368,1176851.041,4.398,NykoebingF-Sydmotorvejen,2.02251,-0.25322
pano_000010_000018,pano_000010_000018-50100,Pegasus,55.7135197,12.5862378,40.415,0,0,152.30913,2020-04-16 11:06:07.000000,652558.754,1176859.901,4.381,NykoebingF-Sydmotorvejen,2.05423,-0.21379
pano_000010_000019,pano_000010_000019-50100,Pegasus,55.7135996,12.5861662,40.423,0,0,152.03876,2020-04-16 11:06:09.000000,652554.147,1176868.739,4.388,NykoebingF-Sydmotorvejen,0.78337,-0.07286
pano_000010_000020,pano_000010_000020-50100,Pegasus,55.7136774,12.5860899,40.386,0,0,147.04526,2020-04-16 11:06:11.000000,652549.245,1176877.339,4.352,NykoebingF-Sydmotorvejen,-0.60742,-0.20964
pano_000010_000021,pano_000010_000021-50100,Pegasus,55.7137529,12.5860044,40.366,0,0,148.34651,2020-04-16 11:06:13.000000,652543.769,1176885.680,4.331,NykoebingF-Sydmotorvejen,0.39303,-0.49444
pano_000010_000022,pano_000010_000022-50100,Pegasus,55.7138340,12.5859337,40.377,0,0,154.95114,2020-04-16 11:06:15.000000,652539.222,1176894.661,4.343,NykoebingF-Sydmotorvejen,-0.80222,-0.12770
pano_000010_000023,pano_000010_000023-50100,Pegasus,55.7139146,12.5858658,40.347,0,0,151.86285,2020-04-16 11:06:16.000000,652534.844,1176903.581,4.312,NykoebingF-Sydmotorvejen,-1.34439,-0.16784
pano_000010_000024,pano_000010_000024-50100,Pegasus,55.7139941,12.5857926,40.367,0,0,152.73079,2020-04-16 11:06:18.000000,652530.135,1176912.376,4.332,NykoebingF-Sydmotorvejen,-0.74214,-0.48518
pano_000010_000025,pano_000010_000025-50100,Pegasus,55.7140746,12.5857215,40.384,0,0,153.07509,2020-04-16 11:06:20.000000,652525.560,1176921.286,4.349,NykoebingF-Sydmotorvejen,-0.68412,-0.26262
pano_000010_000026,pano_000010_000026-50100,Pegasus,55.7141547,12.5856505,40.378,0,0,151.92295,2020-04-16 11:06:21.000000,652520.992,1176930.146,4.343,NykoebingF-Sydmotorvejen,-1.82241,-0.19518
pano_000010_000027,pano_000010_000027-50100,Pegasus,55.7142346,12.5855787,40.388,0,0,153.39383,2020-04-16 11:06:23.000000,652516.370,1176938.987,4.353,NykoebingF-Sydmotorvejen,-1.81273,-0.64423
pano_000010_000028,pano_000010_000028-50100,Pegasus,55.7143148,12.5855074,40.393,0,0,150.95344,2020-04-16 11:06:25.000000,652511.779,1176947.865,4.358,NykoebingF-Sydmotorvejen,-1.73676,-0.09480
pano_000010_000029,pano_000010_000029-50100,Pegasus,55.7143941,12.5854331,40.383,0,0,152.66950,2020-04-16 11:06:26.000000,652507.003,1176956.636,4.347,NykoebingF-Sydmotorvejen,-1.13953,-0.60974
pano_000010_000030,pano_000010_000030-50100,Pegasus,55.7144747,12.5853623,40.403,0,0,152.67842,2020-04-16 11:06:28.000000,652502.448,1176965.554,4.367,NykoebingF-Sydmotorvejen,-1.93182,-0.08316
pano_000010_000031,pano_000010_000031-50100,Pegasus,55.7145549,12.5852904,40.377,0,0,152.36241,2020-04-16 11:06:29.000000,652497.820,1176974.425,4.342,NykoebingF-Sydmotorvejen,-1.78130,-0.00993
pano_000010_000032,pano_000010_000032-50100,Pegasus,55.7146348,12.5852180,40.373,0,0,151.86689,2020-04-16 11:06:30.000000,652493.162,1176983.264,4.338,NykoebingF-Sydmotorvejen,-1.57029,-0.14717
pano_000010_000033,pano_000010_000033-50100,Pegasus,55.7147147,12.5851451,40.359,0,0,152.20079,2020-04-16 11:06:32.000000,652488.475,1176992.105,4.324,NykoebingF-Sydmotorvejen,-1.77253,-0.08871
pano_000010_000034,pano_000010_000034-50100,Pegasus,55.7147946,12.5850733,40.390,0,0,152.40990,2020-04-16 11:06:33.000000,652483.853,1177000.948,4.354,NykoebingF-Sydmotorvejen,-1.66821,-0.39300
pano_000010_000035,pano_000010_000035-50100,Pegasus,55.7148747,12.5850012,40.385,0,0,152.47231,2020-04-16 11:06:34.000000,652479.218,1177009.813,4.349,NykoebingF-Sydmotorvejen,-1.28138,-0.02660
pano_000010_000036,pano_000010_000036-50100,Pegasus,55.7149550,12.5849300,40.361,0,0,152.77546,2020-04-16 11:06:36.000000,652474.638,1177018.700,4.325,NykoebingF-Sydmotorvejen,-1.29526,0.25227
pano_000010_000037,pano_000010_000037-50100,Pegasus,55.7150342,12.5848568,40.387,0,0,150.94216,2020-04-16 11:06:37.000000,652469.930,1177027.461,4.351,NykoebingF-Sydmotorvejen,-0.59901,-0.30095
pano_000010_000038,pano_000010_000038-50100,Pegasus,55.7151137,12.5847822,40.396,0,0,152.36673,2020-04-16 11:06:39.000000,652465.131,1177036.258,4.360,NykoebingF-Sydmotorvejen,-0.79323,-0.13390
pano_000010_000039,pano_000010_000039-50100,Pegasus,55.7151947,12.5847124,40.394,0,0,153.94964,2020-04-16 11:06:41.000000,652460.641,1177045.215,4.357,NykoebingF-Sydmotorvejen,-0.92571,0.23349
pano_000010_000040,pano_000010_000040-50100,Pegasus,55.7152754,12.5846429,40.387,0,0,155.98281,2020-04-16 11:06:44.000000,652456.162,1177054.150,4.351,NykoebingF-Sydmotorvejen,-0.96640,-0.29211
pano_000010_000041,pano_000010_000041-50100,Pegasus,55.7153608,12.5845903,40.383,0,0,162.20551,2020-04-16 11:06:46.000000,652452.743,1177063.617,4.346,NykoebingF-Sydmotorvejen,-1.52925,-0.37971
pano_000010_000042,pano_000010_000042-50100,Pegasus,55.7154487,12.5845521,40.397,0,0,167.93615,2020-04-16 11:06:48.000000,652450.224,1177073.374,4.361,NykoebingF-Sydmotorvejen,-1.44069,-0.53237
pano_000010_000043,pano_000010_000043-50100,Pegasus,55.7155349,12.5845123,40.438,0,0,159.82084,2020-04-16 11:06:49.000000,652447.605,1177082.938,4.402,NykoebingF-Sydmotorvejen,-0.61420,-0.34233
pano_000010_000044,pano_000010_000044-50100,Pegasus,55.7156172,12.5844516,40.486,0,0,153.39609,2020-04-16 11:06:51.000000,652443.680,1177092.059,4.450,NykoebingF-Sydmotorvejen,-1.60817,-0.37254
pano_000010_000045,pano_000010_000045-50100,Pegasus,55.7156972,12.5843799,40.541,0,0,152.09510,2020-04-16 11:06:53.000000,652439.067,1177100.914,4.505,NykoebingF-Sydmotorvejen,-1.38098,-0.31656
